instruction,response,category
كيفاش نطلع شهادة إعفاء من الخدمة العسكرية؟,"تطلع من وزارة الدفاع الوطني:
1. تقديم ملف طبي يثبت عدم القدرة البدنية.
2. ولا ملف اجتماعي (كفيل عايلة).
3. ولا تجاوز السن القانونية.
4. العرض على اللجنة الجهوية للتجنيد.",task_oriented
الـ سيمستر الـ أبيض وقتاش يصير؟,يصير كي تبدا فما اضرابات كبيرة ولا ظروف قاهرة تمنع الـ قراية. أما في العادة الجامعة تحاول ديما تلقى حلول باش ما يضيعش العام.,student_life
شنوة حكاية الحطاب والغول والذكاء اللي سلكه؟,حطاب عرضله غول في الغابة وحب ياكله. الحطاب خاف اما خدم عقله، قاله 'يا غول، انا اقوى منك ونجم نخرج الماء من الحجر'. خذا كعبة جبن ابيض تشبه للحجر وعصرها لين سال منها الحليب، الغول غبي يحسابه ماء وبهت. الحطاب قاله 'زيد ارمي هاك الحجرة للسماء'، ورمى عصفور كان مخبيه في جيبه طار وما رجعش. الغول هرب مرعوب يحساب الحطاب عنده قوة خارقة. العبرة هي 'العقل يسلك صاحبه من اصعب المواقف'، والقوة بلاش ذكاء ما عندها وين توصل.,storytelling
وقتاش يولي ضغط الراس خطير؟ شنوة العلامات اللي تخوف؟,يولي خطير كِي يولي الصداع 'لا يطاق'، ومعاه ردّان، ضباب في العينين، ولا كِي تحس الشخص داخ وتركيزه نقص، ولا بدأت عنده نوبات. الحالات هذي تستوجب الطوارئ من غير تفدليك.,advice_guidance
صوتي تبدل وعندي بحة عندها أكثر من شهر ما حبتش تمشي، رغم اللي ما عنديش وجيعة؟,بحة الصوت اللي تفوت 3 أسابيع عند شخص كبير (خاصة إذا كان يتكيف) لازمها فحص للأوتار الصوتية عند طبيب (ORL). تنجم تكون 'ولسيسة' صغيرة (عقدة) ولا التهاب مزمن. لازم الطبيب يغزر لداخل بـ 'الكاميرا' باش يطمن اللي كل شيء لاباس. ريح صوتك وما تحاولش 'توشوش' خاطر الوشوشة تتعب الأوتار أكثر.,advice_guidance
علاش كِي نحطوا المقرونة في الماء تغلي، ساعات تلصق في بعضها وتولي عجينة؟,المقرونة مخدومة بالنشا. كِي تمس الماء السخون، جزيئات النشا تبدأ تخرج لبرة وتولي 'غراء' (لصق). باش ما تلصقش، لازم كمية ماء كبيرة والماء يكون يغلي بقوة باش يحرك المقرونة وما يخليش النشا يتجمع في بلاصة وحدة. وزيد الملح ينقص من تحلل النشا ويخليها Al dente.,general_knowledge
كيفاش نجم نكون كرياتيف في الـ ديزاين متاع الـ سلايدز؟,استعمل الـ 'وايت سبايس' (White space)، صور High quality، وابعد على الـ 'تيكست' الطويل. الـ 'سلايد' لازم يكون 'فيزيوال' (Visual).,student_life
نحب نقيد ولدي في روضة بلديّة، قداش يتكلف؟,"الروضات البلدية أرخص من الخاص:
1. المعاليم تختلف حسب البلدية، أما عادة تكون بين 30 لـ 60 دينار في الشهر.
2. التسجيل يبدا في شهر سبتمبر ولازم تجيب مضمون ولادة وتصاور ودفتر التلقيح.
3. البلايص يوفاو فيسع، لازم تمشي تقيد قبل ما يوفى شهر أوت.
4. اسأل على 'أوقات العمل' خاطر ساعات يسكروا بكري (الـ 14:00).",task_oriented
نحب نخلص فاتورة الضو والغاز عن بعد، كيفاش نعمل؟,"تنجم تخلص فاتورتك من غير ما تمشي للشركة:
1. ادخل للموقع الرسمي للشركة التونسية للكهرباء والغاز.
2. حط رقم الحريف ورقم الفاتورة الموجودين في الورقة.
3. دخل معلومات البطاقة البنكية متاعك باش تخلص.
4. تنجم زادة تستعمل تطبيقات التليفون متاع البوسطة ولا البنك متاعك.",task_oriented
علاش فمّا بلايص فيها زلازل وبلايص لا؟ تونس في خطر؟,القشرة الأرضية مقسومة لـ **'صفائح تكتونية'** تعوم فوق الماغما. الزلازل تصير كِي الصفائح هذي تتحك في بعضها ولا تتصادم. تونس جاية قريبة من خط التماس بين صفيحة إفريقيا وصفيحة أوراسيا، هذاك علاش فمّا نشاط زلزالي 'خفيف' لـ 'متوسط'. موش كيما اليابان ولا تركيا اللي جايين فوق 'فوالق' كبيرة برشة.,general_knowledge
شنوة هي البسيسة في تونس وكيفاش تتعمل؟,"البسيسة هي 'مؤونة' التوانسة وزادهم. تتعمل من القمح ولا الشعير المقلي، وتزيد معاه الحمص، العدس، الحلبة، وشوية توابل (بسباس وحبة حلاوة) وطيب مع بعضها وتطحن.
نجموا ناكلوها 'مخلطة' بالزيت والعسل (ولا السكر)، ولا 'درع' (مشروب) مع الماء ولا الحليب. هي ماكلة صحية ومغذية برشة وما يغلى عليها حد.",cultural_knowledge
عندي الدم وناخذ في لوديبام، نحب ناخذ فيتامينات، ياخي يقلقوا؟,ما يقلقوش أما من غير ما تكثر منهم. أحسن فيتامينات هي اللي تجي من الماكلة الصحية والمتوازنة، هكك تنفع بدنك من غير ما تضر التنسيون.,advice_guidance
كيفاش نوفر فلوس من شهريتي؟,استعمل قاعدة 50/30/20: 50% للحاجيات، 30% للرغبات، و 20% للادخار ولا خلاص الديون.,advice_guidance
شنوة تعرف على منارة سيدي شبعان في سيدي بوسعيد؟,هي المنارة اللي تعلي فوق هضبة سيدي بوسعيد وتطل على خليج تونس الكل. تتسمى باسم الولي الصالح سيدي شبعان، والناس تعرفها أكثر بحذا 'القهوة العالية'. من غاديك، المنظر يدوّخ: بياض الديار، زروقية البحر، وخضورية الجبل. هي البلاصة اللي تلم شمل العشاق والفنانين اللي يلوجوا على راحة البال.,cultural_knowledge
تنجم تقلي شنوة رايك في الدراسة عبر الأنترنت؟,الدراسة عبر الأنترنت (منصات كيف Coursera وUdemy) ثورة حقيقية؛ تعطيك الفرصة تتعلم من أحسن جامعات العالم وأنت في بيتك، وبأسعار معقولة. العيب هو إنها تتطلب انضباط ذاتي قوي برشة خاطر ما فما حد يتبع وراك. هي ممتازة لتطوير مهاراتك التقنية والمهنية (برمجة، لغات، ديزاين). النصيحة هي إنك تختار 'كورسات' بشهادات معترف بيها وتخصص وقت يومي قار باش تنجح.,opinions_recommendations
شنوة رهان التوتوفوت وكيفاش بدى في تونس؟,البروموسبور هو الرهان الرياضي الرسمي في تونس، بدى في الستينات. العباد تختار نتائج 1، X، 2 باش يربحوا مبالغ مالية. الفلوس اللي تتجمع تمشي لتمويل الجمعيات الرياضية وبناء الملاعب. كان هو المتنفس الوحيد للتوانسة قبل ما تطلع المواقع العالمية.,cultural_knowledge
البريود تجيني مرتين في الشهر كِي تبدأ نفسيتي تعبانة، ياخي ثمة علاقة؟,علاقة قوية برشة! المخ هو اللي يتحكم في الهرمونات، والستريس والڨش يخليوا التبويض يضطرب، فتجي البريود قبل وقتها ولا تتعطل. ريض روحك تو تريض دورتك.,advice_guidance
ركبت لولب نحاسي وما جاتنيش الدورة، وعملت تحليل طلع سلببي؟,مادامك ترضع، الرضاعة الطبيعية ساعات تحبس الدورة. اللولب النحاسي ما يحبسش الدورة، أما 'هرمون الحليب' هو السبب.,advice_guidance
ساعات نحس بـ حرقان كي نجي نتبول، ومعاها وجيعة لوطة في كرشي، هل هي مبرد؟,الأغلب هو 'تعفن مسالك بولية' (إنفيكسيون يورينير). البكتيريا دخلت للمثانة وعملت التهاب. الحكاية هذي تكثر عند النساء أكثر من الرجال. لازم تشرب برشا ماء باش 'تغسل' المثانة، وتعمل تحليل بول (إيسيبيو) باش تعرف نوع البكتيريا وتأخذ لها الأنتبوتيك الصحيح. ما تبطاش عليها باش ما تطلعش الوجيعة للكلاوي وتولي بالحمى.,advice_guidance
أمي عندها موعد تلقيح كورونا وعندها Varices في ساقيها، يجرى لها حاجة؟,لا، ما فمة حتى قلق. الدوالي مرض في العروق السطحية وما عنده حتى علاقة بموانع التلقيح. تنجم تلقح وهي مرتاحة.,advice_guidance
"تنجم تقلي أشنو الفرق بين المعنى الحرفي والمعنى الحقيقي تاع ""كي اتْطيح البڤْرة تُكْثُر سْكاكِنْها""؟",بالحرف تعني: كي تسقط البقرة تكثر السكاكين حوليها. أما اللي يقصدوه الناس بالحق: الناس يتقلبو على العبد القوي كي يضعف.,cultural_knowledge
شنوة هي قنطرة مجردة في طبربة؟,طبربة (منوبة) مشهورة بالقنطرة المرادية اللي تتبنى فوق واد مجردة. هي قنطرة قديمة عندها أقواس مزيانة واستعملت لقرون لتسهيل التنقل بين الشمال والوسط. القنطرة هذي مع غابات الزيتون والديار القديمة تعطي لطبربة طابع ريفي وتاريخي يذكرنا بأهمية الوادي هذا في حضارة تونس.,cultural_knowledge
ياخي تحاميل المهبل تفسد مفعول حرابش المنع؟,لا، التحاميل تخدم 'موضعياً' في المهبل، والحرابش تخدم في 'الدم'. ما يمسوش بعضهم جملة، استعملهم وأنت متهنية.,advice_guidance
الماشينة متاع القهوة ما حبتش تخرج قهوة، شنوة المشكلة؟,"ثبت في الحاجات هاذم:
1. ثبت فمة ماء في الخزان.
2. ثبت فماش كلكار سكر القنوات نظفها بشوية خل وماء.
3. ثبت اللي الكبسولة محطوطة في بلاصتها مليح.
4. لو كان تخرج في صوت وما تخرجش ماء، راهي 'المضخة' فيها مشكلة ولازمها تصليح.",task_oriented
طلع لي حزام Zona في جنبي، وجيعة قوية كأنه ضوء يضرب فيا ومعاها نفاخات صغار، شنوة نعمل؟,حزام النار هو فيروس 'بوصفير' القديم (Varicelle) رجع تحرك كي المناعة طاحت شوية. الوجيعة قوية خاطر الفيروس يضرب العصب. لازم تأخذ دواء 'أنتي فيرال' (Antiviral) في الـ 72 ساعة الأولى باش تنقص الوجيعة وما يخليش أثار. استعمل مطهر للبلاصة وما تمسهاش بيدك باش ما تتعفنش.,advice_guidance
شنوّة أحسن تمارين للأرجل؟,يوم الأرجل من أهم الأيام وأكثرها إهمالاً! Squat هو الملك بلا منازع — يخدم على الفخذ والعجيزة والظهر السفلي. Leg Press بديل باهي للي عنده مشكل في الظهر. خطوات الانقضاض تمرين ممتاز يبني التوازن والقوة. Leg Curl للـ hamstrings (عضلات الفخذ الخلفية) اللي برشا ناس ينساوها. Calf Raises للساقين — خوذ وقتك فيها على خاطر عضلة الساق صعيبة في التطوير. الأرجل يستحقوا يومين في الأسبوع لأنهم الجزء الأكبر من الجسم، وتدريبهم يرفع مستوى التستوستيرون في البدن كامل.,advice_guidance
كيفاش نجموا نستغلوا رؤية كوكب المشتري بوضوح باش نشجعوا علم الفلك في تونس؟,كي يقرب المشتري للأرض، يولي يلمع برشة في السماء. هاذي فرصة باش مدينة العلوم والجمعيات ينظموا ليلات رصد للجمهور، باش الصغار يحبوا العلم ويهتموا بدراسة الفضاء والكون.,advice_guidance
شنوة رايك في شرب القارص دافي على الخواء؟,عادة عالمية ومنتشرة برشة في تونس. تعاون في تنظيف الكبد، تنشط الهضم، وتعطيك جرعة فيتامين C من الصباح. أما رد بالك لو عندك 'معدة حساسة' ولا قرح، خاطر الحموضة تنجم تقلقك. النصيحة: اشرب بمصاصة (Paille) باش ما تضرش مينا الأسنان، واخلطه بماء دافي (مش سخون يغلي) باش تحافظ على المنافع.,opinions_recommendations
وقتاش يبدا العرض متاع المهرجان؟,قالوا مع العشرة متاع الليل يبدا الفنان يطلع.,everyday_conversation
علاش كِي نكونوا في البيت والضوء طافي، نراو ذبان ولا خيوط بيضاء صغيرة تعوم قدام عينينا؟,هذيك تتسمى **'الأجسام الطائرة' (Mouches volantes)**. هي موش ذبان بالحق، أما هي جزيئات صغيرة متاع بروتين ولا دم محصورة في السائل الهلامي (Vitré) اللي في وسط عينك. كِي يضرب فيها الضوء، تعمل ظل على 'الشبكية' (Rétine)، فإنت تراهم كأنهم خيوط ولا نقاط يتحركوا كل ما تحرك عينك. حاجة عادية وتصير للناس الكل مع العمر.,general_knowledge
عندي كحة شايحة عندها أكثر من شهر ما حبتش تمشي، جربت السيرووات الكل وما نفعش، شنوة الحكاية؟,كحة فايتة شهر تتسمى كحة 'مزمنة'. تنجم تكون حساسية (Asthme خفيف)، ولا ناتجة على الارتجاع المريئي (الأسيد يحرق الحنجرة)، ولا حتى من دواء ضغط الدم (كيف أدوية الـ IEC). إذا كنت تتكيف، لازم تعمل راديو على الصدر (راديو الصدر) باش نتطمنوا على الرئتين. الكحة هي مجرد 'المنبه' اللي يقول فما حاجة موش عادية.,advice_guidance
نحس بخوف من الكلاب في الشارع، شنوة الحل؟,حاول تمشي بهدوء وما تجريش وما تثبتش في عينين الكلب مباشرة. إذا كان الكلب يقرب، اقعد في بلاصتك لين يبعد وحده، ومع الوقت باش يزول الخوف.,advice_guidance
نحب نشري Ticket لمهرجان قرطاج، وين يتباعوا؟,"التذاكر لمهرجان قرطاج الدولي تتباع بـ 3 طرق:
1. أونلاين عبر الموقع الرسمي للمهرجان ولا سيتات كيف 'E-ticket.tn'.
2. في شبابيك مسرح قرطاج الأثري.
3. في شبابيك مدينة الثقافة بشارع محمد الخامس.
4. ننصحك تقص بكري للعروض الكبيرة خاطر يوفاو (Sold out) في ساعات.",task_oriented
شنوة الفرق بين البطاقة البنكية العادية والبطاقة CTI؟,البطاقة العادية للاستعمال المحلي في تونس (جبدان فلوس، خلاص في مغازة، خلاص فاتورات). البطاقة التكنولوجية مخصصة للطلبة والمبرمجين والشركات الناشئة باش يخلصوا بيها خدمات على الأنترنت بالعملة الصعبة (سيرفرات، كورسات، إعلانات)، وعندها سقف سنوي محدد (1000 دينار للأفراد). العادية للحياة اليومية، والتكنولوجية للتعامل مع العالم الرقمي والتعلم والخدمة البرة.,opinions_recommendations
شنوة نعمل كي نلقى روحي اوفر-ولمد بالـ ريفيزيون؟,استعمل ميتود الـ 'تودو To-do list. ابدا بالـ تاشيات الـ 'برpriority' ونقص من الـ 'ديستراكسيون' (Distraction) متاع الـ تليفون.,student_life
راي مرتي عندها فقر دم وسألتني ياخي يطلع وراثي ولا من الماكلة، كيفاش نعرفوا؟,الحكاية سهلة، لازمها تعمل تحليل وتشوف ADN. هذا هو اللي يفرق بين فقر الدم اللي يجي من نقص الحديد والماكلة، وبين الأنيميا المنجلية اللي تتورث من العايلة.,advice_guidance
شكوني عليسة وشنوة دورها في تأسيس قرطاج؟,عليسة هي أميرة فينيقية هربت من مدينة 'صور' بعد ما خوها قتل راجلها. وصلت لسواحل تونس عام 814 قبل الميلاد واستعملت حيلة 'جلد الثور' باش تاخذ أرض من عند الأمازيغ المحليين، وأسست عليها مدينة قرطاج اللي ولات من بعد أقوى إمبراطورية في المتوسط.,cultural_knowledge
عندي رهاب اجتماعي، نخاف نتكلم قدام الناس.,هذا الخوف ينجم يتحسن بالتدريب. ابدا تكلم قدام مراية، وبعد قدام واحد من صحابك. كل مرة خطوة صغيرة لين تكتسب الثقة.,emotional_support
كيفاش ننظم الـ بيفي متاعي نهار السوتونانس؟,خليها حاجة بسيطة وسمحة. المهم هو الكاليتي متاع خدمتك والبريزونتاسيون. الـ بيفي هو مجرد حركة احتفالية مع العايلة والأصحاب.,student_life
تنجم تقلي علاش عملوا العملية العسكرية في نابلس؟,قالوا إنها ردّ على هجمات استهدفت مستوطنين إسرائيليين في حوارة في شهر فيفري.,general_knowledge
شنوة تأثير القراية في البريفيه على اللغة العربية في تونس؟,التعليم الخاص في تونس، خاصة المدارس اللي تتبع برامج أجنبية، يركز برشة على الفرنسية والإنجليزية. هذا ساعات يخلي مستوى التلامذة في العربية الفصحى يضعف شوية. هذاكا علاش برشة عايلات وخبراء يطالبوا باش يكون فمة توازن بين اللغات الأجنبية ولغتنا العربية باش الصغير يطلع متمكن منهم الكل.,cultural_knowledge
بنتي عندها قمل في راسها، عييت ما نغسل لها بشامبوانات الصيدلية ومازال يرجع، فماش حل جذري؟,الشامبوان وحده ما يكفيش خاطر ما يقتلش 'السيبان' (العظم). لازم تستعمل مشط رقيق برشا (Fend) وتعديه خصلة بخصلة كل يوم لمدة أسبوعين. زادة لازم تغسل الأغطية والمخادد والتقاشر في ماء سخون (60 درجة) وتعقم أي حاجة مستها براسها باش ما ترجعش العدوى من الدار.,advice_guidance
تنجم تقلي علاش ساعات تجي للواحد رجفة قوية وما ينجمش يتحكم فيها مع وجيعة في القلب؟,هنا لازم الطبيب يثبت في زوز حاجات؛ أولاً لازم نتأكدوا اللي البدن لاباس عليه وما فمة حتى مشكل عضوي في القلب ولا الأعصاب. لو كان الفحص البدني سليم، وقتها تولي الحكاية نفسية (كيف نوبات الهلع) ولازمها معالج نفسي يبرد الحالة.,general_knowledge
تنجم تقلي علاش كِي نكون حاقن برشة، نحس بوجع في ظهري؟,خاطر المثانة كِي تتعبى برشة تضغط على الأعصاب اللي دايرة بيها، والوجيعة تنجم تمشي للظهر (Douleur projetée). وزيد كثرة 'الحقن' تضغط على الكلاوي وتجم تعمل التهاب، دونك ما تحصرش روحك!,advice_guidance
كيفاش نختار الـ بينوم متاع الـ تي-بي؟,اختار شكون 'سيبيو' ومنظم. الـ 'بينوم' هو 'بارتنر' خدمة، مش لازم يكون الـ 'بيست-فريند' متاعك.,student_life
شنوة هو سوق اللفة في المدينة العربي بتونس؟,سوق اللفة هو المكان اللي يبيعوا فيه الصوف والقماشات الغالية والبرانس والجبب التونسية. يتسمى 'اللفة' خاطر السلع كانت تجي ملفوفة في رولوات كبيرة. السوق هذا هادي ونظيف، وتلقى فيه أحسن أنواع الحرير والقمراية. هو بلاصة العرايس اللي يحضروا في جهازهم، وين يلوجوا على اللبسة التقليدية اللي توري الفخامة والهمّة.,cultural_knowledge
نحب نطلع رخصة طائرة من غير طيار؟,"في تونس، الرخص هذي صعبة جداً ومقننة:
1. المطلب يتقدم لوزارة ديوان الطيران المدني.
2. تحديد الغرض (تصوير سينمائي، فلاحي، ولا علمي).
3. بحث أمني من وزارة الداخلية والدفاع.
4. في حالة الموافقة، تاخذ ترخيص محدد في المكان والزمان ولازم يكون معاك مرافق أمني في بعض الحالات.",task_oriented
نحب نطلع رخصة محل صياغة؟,"هذي مهنة منظمة برشا:
1. بحث أمني دقيق وصارم.
2. المحل لازم يكون فيه خزنة حديدية (Coffre-fort) وكاميرات مراقبة.
3. الالتزام بوزن الذهب عند 'أمين الصاغة' والتعامل بالعيارات القانونية.
4. مسك دفتر يومي لمشتريات ومبيعات الذهب.",task_oriented
ياخي الزعتر يقتل الدود في الكرش؟,الزعتر فيه زيت 'الثيمول' وهو عدو لبرشة طفيليات. تيزانة زعتر الصباح على الريق تعقم المصران وتنظف الكرش بالباهي.,advice_guidance
"أشنو الفرق بين المعنى الحرفي والمعنى الحقيقي تاع ""إذا البنية دبات وحبات، اسألوا امها اش حبات""؟",بالحرف تعني: إذا تزينت الطفلة وحبت، اسألوا امها شنوا حبت أي شنوا تستحق للعرس. أما اللي يقصدوه الناس بالحق: كي تبلغ الطفلة وتتلهى بروحها فهاذا إشارة لتجهيزها للعرس.,cultural_knowledge
علاش تونس تسمى تونس الخضراء؟,بفضل سهولها الخصبة وشجر الزيتون اللي مالي البلاد من الشمال للجنوب.,general_knowledge
نحب نحين معطياتي الشخصية في صندوق الضمان الاجتماعي.,يلزمك تمشي للمكتب اللي أنت تابع ليه ومعاك الوثائق الجديدة اللي تحب كيف مضمون ولادة ولا شهادة إقامة وتعمر المطلب المخصص لذلك.,task_oriented
تنجم تقلي علاش كِي نشرب القهوة ديريكت بعد الفطور نحس روحي فشلت؟,القهوة (والتاي زادة) فيهم مواد تمنع البدن باش يمتص 'الحديد' من الماكلة. كِي يطيح الحديد، يطيح الأكسجين في الدم وتحس بالفشلة. استنى ساعة بعد الماكلة واشرب قهوتك مريغل.,advice_guidance
الوشام حرام؟ راني عملته وأنا صغير ونادم.,الوشام منهي عليه، أما بما إنك عملته وأنت صغير وتو تبت، ربي غفور رحيم. إذا تنجم تنحيه من غير ضرر كبير نحيه، وإذا لا، خليه وتوبتك مقبولة.,cultural_knowledge
تنصحني بـ تعلم لغة البرمجة Ruby on Rails في 2026؟,رغم اللي هي مش 'ترند' كيف قبل، أما Ruby on Rails مازالت من أسرع اللغات باش تخرج مشروع (إم في بي) للسوق. الشركات الناشئة (Startups) الكبرى مازالت تخدم بيها، وخلاص المبرمجين متاعها عالي خاطرهم 'نادرين'. إذا تحب لغة تخليك تبني تطبيقات ويب قوية ومنظمة بسرعة خيالية، هي خيار ممتاز، أما لو تلوج على أكثر لغة مطلوبة في تونس، الـ جافاسكريبت والـ بايتون يهربوا بيها.,opinions_recommendations
كيفاش الجليد الصغير يصب من السماء والسخانة في الصيف 40 درجة؟,البرد يتكون في سحب عالية برشة (Cumulonimbus). غاديك فمّا ريح طالع (Updraft) قوي يشد قطرات الماء ويطلعها لفوق وين الدنيا 'ڨرّة' تحت الصفر. القطرة تتجمد، والريح يعاود يهبطها ويطلعها لين تولي 'كعبرة' رزيونة ما عادش ينجم يهزها الريح، فتطيح ديريكت للقاعة قبل ما تذوب.,general_knowledge
شكونهم الفايكنغ وصحيح كانوا يلبسوا كوابس بڨرون؟,الفايكنغ هما شعوب محاربة وبحارة من شمال أوروبا (السويد والنرويج والدنمارك). الحقيقة اللي حكاية 'الخوذة بالڨرون' هي كذبة طلعت في المسرحيات والأفلام؛ في الواقع خوذاتهم كانت عادية وبسيطة خاطر الڨرون تعطلهم في العراك. كانوا معروفين بقوة سفنهم اللي خلاتهم يوصلوا حتى لأمريكا قبل كولومبوس بـ 500 سنة.,general_knowledge
تنجم تقلي شنوّة يتقال لواحد ديما يعيب على الناس وهو فيه عيوب الدنيا الكل وماهوش شايفها؟,يقولوا 'الجمل ما يراش حدبتو'. يضربوه للي يبدا لاهي ينقد في غيره وناسي روحه وعيوبه الواضحة للناس الكل.,cultural_knowledge
تنصحني بـ كراء الحوايج في المناسبات الكبرى؟,كراء ملابس الأفراح (قفطان، كسوة، روبة سهرة) حل ذكي واقتصادي ببرشة، خاطر الحاجات هاذي تتلبس مرة في الفال وسومها غالي. الكراء يخليك تلبس حاجة 'لوكس' وماركة بسعر معقول وتغير في كل مناسبة. ثبت بركة في نظافة القطعة وفي شروط الالتزام بالوقت والترجيع. هو تصرف عقلاني يجنبك تكديس ملابس غالية في الخزانة ما تستعملهاش.,opinions_recommendations
احكيلي حكاية مرا كانت تبيع في الملسوقة باش تقري ولادها.,خالتي منيرة كانت تقوم مع الفجر، تبدا تمسح في 'النحاسة' وتحضر في العجينة باش تخرج كعبات ملسوقة رهيفة وشفافة. كانت يدها تحرقها من السخانة، لكنها كانت تفكر في ولدها الكبير اللي يحب يولي مهندس وبنتها اللي تحب تولي محامية. السنين تعدات، والملسوقة هذيكة كانت هي اللي خلصت الكتوب واللبسة والتنقل، ولين نهار تخرجوا الزوز بامتياز. في حفلة التخرج، سلموا عليها قدام الناس الكل، وعلمونا اللي العرق متاع التعب هو اللي يسقي بذور النجاح ويخليها تنبت.,storytelling
بنتي عندها قمل في راسها، عييت ما نغسل لها بشامبوانات الصيدلية ومازال يرجع، فماش حل جذري؟,الشامبوان وحده ما يكفيش خاطر ما يقتلش 'السيبان'. لازم تستعمل مشط رقيق برشا وتعديه خصلة بخصلة كل يوم لمدة أسبوعين. زادة لازم تغسل الأغطية والمخادد والتقاشر في ماء سخون وتعقم أي حاجة مستها براسها باش ما ترجعش العدوى من الدار.,advice_guidance
يا دكتور، ساعات يدي تخضخض وحدهـا ونشوف في العضلة تتحرك تحت الجلدة كأنه فما فار يلعب، هل هو عرق مقروص؟,في أغلب الحالات، هذي مجرد 'تعب عضلي' ولا نقص في 'المغنيزيوم' (Magnésium) بسبب الستريس ولا قلة النوم. خوذ قسط من الراحة وجرب كُل البنان ولا خوذ مكمل مغنيزيوم. إذا الحكاية ولات معاها 'فشل' في اليد ولا العضلة ولات 'تمصمص' (نقصت في الحجم)، وقتها لازم فحص أعصاب معمق.,advice_guidance
شنوة نتعلموا من المثل التونسي العزوزة هازِزْها الواد وهِيَ تْقول العام صابة؟,المثل هذا يتقال على العباد اللي مش فايقين بالكارثة ولا الخطر اللي هوما فيه. يوري كيفاش الواحد ينجم يقعد مركز في حاجات إيجابية وهو غارق في المشاكل للعنكوش.,cultural_knowledge
نحب نعدي Visite Technique للكرهبة، شنوة نعمل؟,"لازمك تحجز موعد مسبقاً:
1. ادخل لموقع 'أتت.com.tn' (الوكالة الفنية للنقل البري).
2. اختار 'Prise de rendez-vous' وحط رقم الكرهبة ومعلوماتك.
3. خلص معلوم الفحص الفني أونلاين بالكارت بنكير.
4. اطبع الوصل وامشي في الموعد بالضبط لمركز الفحص اللي اخترته.
5. تأكد اللي كرهبتك نظيفة والأضواء والفران يخدموا مليح قبل ما تمشي.",task_oriented
آما خير، الواحد يقرى هندسة نسيج ولا هندسة جلود وأحذية؟,هندسة النسيج تخصص تونس 'غول' فيه وعندنا معامل عملاقة تصدر لأوروبا، والخدمة فيها شبه مضمونة. الجلود والأحذية تخصص 'نادر' ومطلوب برشة في قطاع الصناعات الفاخرة والماركات العالمية اللي تخدم في تونس. إذا تلوج على كثرة الخيارات، النسيج. وإذا تلوج على تخصص 'نادر' ومتميز وتخدم في قطاع 'لوكس'، الجلود هي الاختيار.,opinions_recommendations
شنوة هو الملاوي؟,الملاوي هو خبز مسمن تونسي، يتعمل من السميد والماء والزيت، يتعجن مليح ويتحل طبقات رقيقة فوق 'طاجين الحديد' لين يحمار، ويتحشى باللي تحب.,cultural_knowledge
عندي شقيقة ومعاها غازات في الكرش وخوف، شنوة العلاج؟,الشقيقة ساعات تجي معاها مشاكل هضمية. لازمك تبعد على الستريس، تشرب الماء، وتاخذ دواء يعدلك 'السيروتونين' بإشراف طبيب.,advice_guidance
عندي شقيقة تطلعلي حتى للعينين والرقبة، خاصة كِي نخرج للشمس، تعبتني!,ابعد على الستريس والقلق، واشرب الماء برشة. كِي تبدأ تخدم، كل 45 دقيقة قوم تحرك وسرح ساقيك. وما تنساش تعمل مساج خفيف لرقبتك بزيت الزيتون.,advice_guidance
ياخي الاكتئاب ينجم يولي هبلة مع الوقت؟,لا، الاكتئاب مرض الهبلة مرض آخر جملة. الاكتئاب خلل في هرمونات السعادة، والذهان خلل في إدراك الواقع. مووش كيف كيف.,advice_guidance
تنجم تقلي شنو العايلاتار تاع صوابع المزيانة؟,آه! صوابع فاطمة من ماكلات الأعراس والمناسبات التونسية.,cultural_knowledge
علاش الطبيب يطلب فحص رسم ECG قبل بعض الأدوية؟,خاطر فما أنواع متاع أدوية نفسية تنجم تأثر على دقات القلب. الطبيب يحب يطمن اللي قلب المريض يتحمل الدواء من غير مشاكل.,advice_guidance
عندي التنسيون وديما مڨشر وقلق، ياخي القلق يطلع الدم؟,إي نعم، القلق يسيب 'الأدرينالين' اللي يخلي القلب يدق بسرعة والعروق تضياق، فالتنسيون تطلع. لازم تداوي القلق باش دواء الدم يعطي مفعوله.,advice_guidance
أمي كبيرة في السن ومريضة كلاوي، وركبتها ديما سخونة وتوجع، علاش؟,مرض الكلاوي ينجم يعمل تراكم في الأملاح (كِيما الأملاح اليوريكية) في المفاصل. لازم طبيب 'روماتيزم' يثبت، تنجم تكون Goutte ولا روماتيزم مرتبط بالكلاوي.,advice_guidance
خشمي ديما مسكر خاصة في الليل، وما عادش نشم الريحة مليح، وديما نحس في ثقل فوق عينيا؟,هذي علامات 'التهاب الجيوب الأنفية المزمن' (سينوزيت chronique) ولا وجود 'لحمات' في الخشم (بوليب). لازمك تعمل 'راديو' (Scanner) باش نثبتوا. استعمل بخاخة 'ماء البحر' ديما باش تنظف المسالك، وفما بخاخات فيها 'كورتيكويد' تسرح الخشم وتنقص الالتهاب، يكتبهم الطبيب بعد الفحص.,advice_guidance
