Reference,Prediction
نقولوا جنة على وجه الارض بلادنا عندك الحق عم حمزة ما عادش تصعب عليهم المواضيع,نقول وجن على وجه الارض بلادنا عندك الحق عام حمزة معاش تصعب عليهم موذي
مش هكة الكل حويجات مش غاليين,مشاكل كل حوجات مشغالية
فماشي بلايص سماح في الحي,فمشي بلاي سماح في الحي
ببلادو انو يفرح كيف يرا حاجة كيف هكة اما لو كانت صحيحة,في بلاده ان يفرح كيف يراه حاجة كيف هيك اما لو كانت صحيحة
عندك فيلم مصورة بالالوان,وعندك فيلم مصورة بالإلوان
نشوف في شعبي الي كان على حقو يثور نشوف في الناس تتقاتل تنهب و تغور,شو في شعبي اللي كان على حق يثور نشوف الناس تقاتل تنهبوا ضروري
سامحني نجم نمشي,سمحني نجم نمشي
عشرة طوابع يعيشك,عشرة طلبة يعيش
بسم لله,بسم الله
تونس باي نايت اعرف وين تحط ساقيك تونس باي نايتدز دورى,تونس باي نايت عارف من تحط سقيق تونس باي نايت ديز دور
ويلزمك تستنى لكسبريس سويعة اخرى فيصل الصمعي للتعليق على هاذا الموضوع,ويرز بك تستنى الإكسبريس وآخر فايصل الصومعي للتعليق على هذا الموضوع
نشوفها ديما الصباح في الترينو,شوف هذه مصباح في الترينو
فيه سبعة انواع من الفتامينات و المعادن,فيه سبع نواع من الفيتامينات والمعادل
تنجم تطيح السوم لعشرين دولار يعيشك,دجم الطيح السوم العشرين دولار عشقة
مازلت ما قررتش تنجم تعطيني اكثر وقت,مازلت ما قررت تنجم وتعطيني أكثر وقت؟
اول حاجة انت متاكدة الي فمة حب بيناتكم على خاطر ما تنجم تبني حياة جديدة,اول حاجة انتي متأكدة لي فما حب بيناتكم على خاطر ما تنجم تبني حياة جديدة
كان من الاحرى ان يموت حبا في فلسطين لا في كورة,كان من الأحرى أن يموت حبا في فلسطين لا في الكون
ولا جابوا طفلة رباوها على قيم الفساد هو كي تجي تشوف فمة جانب محافظ,ولا جابوا طفلة ربعوها على قيم الفساد هو كجي تشوف فمجانب محافظة
زوز تشيزبورجرز يعيشك,زوز تشيز برغر عايش
لكن نعطيوا الاهمية لمركز التكوين يلزمو يولي في,لكن نعطيه الاهمية المركز التكوين يلزم يوليش فيه
هاذا وضع السياحة في تونس سياحتنا مصنفة الثانية عربيا بعد الامارات وتحتل المركز في العالم,هذا وضع السياحة في تونس سياحتنا بصنفة ثانية عربية بعد الإمارات وتحتل المركز في العالم
باش ناخذ اكبر دبدوبات يعشك,فسيخبرتك بالتوبيت يا عيسى
جنات تكمندي في زي تنكري باش تعمل فيديو عالتيك توك هاذي,جناتك ماندي في زيتة نكوري باش تعمل فيديوهات ديك توك هاد
ضهرلي فمة غلطة في العدد,ظهر لي فما غلط في العدد
مش معمول بالباهي,مش معمول بالبه
في اما وقت لازمني نرجع,في أما وقت لسنة
في الصاك هاذا مهما كان الطقس,في الساك هذا مهما كان التقص
يصيح وزيد ياقف وسط الكياس و يلوح هاك كعبة الويسكي تمشي قزاز ويرجعلي ليا انا,يسيح وزديق فواست الكيس ويلاو حاجة كعب دلوس كتمشي كوزاز ويرجعني ليا ان
من هوني للشط,من هوني للشت
اي هايل وقت فطور تحب نحكيو واحنا نفطروا,ايه ايه الوقت فطور تحب نحكيه واحنا نفطره
نحب كعكة يعيشك,نحب قاك عيش
نحب فياقة يعيشك,نحب فيقة يا عيشك
انجم نهز الصحونة,النجم انهز الصحونة
لا يا سيد اليوم نصف النهار معبي الكل اما غدوة باهي,لا يا سيدي اليوم نصف نهار معبي الكل اما غضب وباحث
ياسر غالطة فكرة اني نخبي فلوسي لبعد الانتريت و كي نموت و كان,ياسر غالطة فكرة اني نخبي فلوسي لبعض الانترنت وكنموت وكان
زوز من الناس,زوز منيس
انت البارح قلتلي ركايب العزوزة البارح مشى في البارح اليوم طاجين مشرق,انتي البارح قلتلي ركايب العزوزة البارح مشاف البارح اليوم تاجين مشارك
خرج توا,خرجتوا
سامحنا رانا معبيين غدوة الليل,سامحنا رانا معبين غضب الليل
ما تقليش راني معاه انا مع روحي انا حر تحيى تونس,ما تقوليش راني معاه أنا معاه روحي أنا حر تحية تونس
بالله يزيو بلا استفزاز و تفاهات الترجي و الاهلي عندهم ملايين المحبين,بالله يزيب لاستفزاز وتفهات الطارجي والأهلي عندهم ملايين المحبي
ليتقدم ببرنامجه و يعرف ما عنده من مشاريع سياسية او اجتماعية و ينتظر كلمة الشعب,ليتقدم ببرامجه ويعرف ما عندهم من مشاريع سياسية واجتماعية وانتظروا كلمة الشعب
قصة حياتها و التحف الي كانوا في دار مماتها ونحكيلها على مرتي وفجعتها على بيعان الدار,قصة حياتها والتحف اللي كانوا في درما ماتها ونحكيلي على مارتي وفاجهاتها على بيعان الداء
تعرفشي فماشي وتلا رخاص,تعرفش فما شوية الارخاص؟
ضاهرلي راك عملت غلطة البيت خالصة من الاول خذيتهم,ظهر لي رك عملت غلطة البيت خالصة من الأول اخذيته
منين نطلعوا للبابور,منين نطلع للبابور
جابوا طفلة رباوها على قيم الفساد هو كي تجي تشوف فمة جانب محافظ,جابوا طفلة ربيوها على قيام الفساد هو كالجيتشو فمجين بمحافظته
في القهوة هاذي نحس روحي نعيش في كل تركينة من الشارع هاذا فمة لقشة من روحي,في القهوة هذه نحس روحي نعيش في كل تركينا من الشارع هذا فما لقشة من روحي
عندك سيقارو,عندك سيجاره
و هي كانت تقول عليا مهبول كنت انجم نحكي معاها في المواضيع الكل نفرغلها قلبي نحسها,وهي كانت تقول علي مهبول كنت النجم نحكي معا في المواضيع الكل فرغلها قلبي الحس
كيفاش كانت,كيف أشكنا
انا زادة,نزده
بربي يا جماعة شني الحل متاعها الحكاية هاذي و يقتاش باش,برب يجمع شنية الحل متاحة الحكاية هذه ويقتش باش
ما مشاش معايا,ممشيش معايا
كبار برشا,كبار برش
قداش تاخو للاجراءات,قداش تاخلي الإجراءات
كيفاش نعملوا باش نمشيو لديزني لاند,كيف شنعملوا باش نمشيوا لديزني لان؟
ايه عندنا حجز ليلك,ايه عنا حاجز ليك
تفضل يا سيد,تفضل يا سيد
فمة مجروحين,فما مجرحين
الي تعدى و فات ينجم يرجع افريقية صفحات من التاريخ طريق للمستقبل,اللي يتعدى وفاة ينجم يرجع افريقيا صفحات من التاريخ طريق المستقبل
تصنف باللي يجي كيما يقولوا خنانة البي تردها حلقوم حتى بلاش لحم ديما,تصنف بيلي جي كما يقولوا خنانة البيت ردها القوم حتى بلاش الحم ديما
نحبو نخلصو كل واحد عشانا,نحب نخلصه كل واحد عشانه
مع النظام السابق حاجة اخرى نلقاوها في هذوما هيا بتصاور متاع فيلم ظافر,مع النظام السابق حاجة أخرى نقاوها في هذومة هي بتصاور متاع فيلم ذا
مع فطور الصباح التاكس و الخدمة داخلة يكون بخمسة و اربعين دولار الليلة للواحد,مع فطور الصباح التاكس والخدمة الداخلة يكون بـ 45$ الليلة للواحد
لين تخرجت و انا الاول فيها ولاول متاع القسم زادة,لين تخرجت وانا الاول فيها والاول متاع القسم زادت
نحب نعمل حجز لطاولة من الساعتين لتسعة متاع الليل يعيشك,نحب نعمل حجز للطاولة المستعطية للتسعة متعليل يا عيش
حتى لا ننسى سجل توا و اربح رحلة الى شمال المتوسط,حتى لا ننسى سجلت ووربح رحلة إلى شمال المتوسط
لكل من يعيش في تونس فليلفت الى مجتمعه وليترك هاذي الخرائط,لكل من يعيش في تونس فليلفت إلى مجتمعه وليترك هذه الخارقة
معملتوا شيء ثانبا اذا خرج الغنوشي راهي البلاد في خبر كان منذ وقت طويل,ما عملت له شي ثانيا إذا خرج الغنوش يراه البلاد في خبري كان منذ وقت طويل
تلقى روحك تعيش في الناشح فيصل الصمعي للتعليق على هاذا الموضوع,تلقى روحك تعيش في الناشح فيصل السمع للتعليق على هذا الموضوع
حذايا هاو فمة الوسع هوني و انا نهار وطول نبوم وحدي صوفية الي فيك,هذيهو فملو السعهوني وننهارو طولن بوم واحدي صوفيه اللي فيك
جيت باش انقل دار كاملة هيا طلعنا الفوتوي حليت الباب و ياهول ما لقيت,جيت باش نقل دار كاملة هيا طلعنا الفوتو حليت الباب وياهو الملقيت
دور على الليسار مع الزنقة الثالثة,الدور على اليسار مع الزنقة الثالثة
ما تشجعش في فريقك بالباهي,متشجعش في فريقك بالباهي
عندي حساسية فوق يدية,عندي حساسية فوق إيدي
من عدمها اذا الطفلة هاديكا عطيها تعرس فقط و هاذا الي ما يعجبنيش,من عدمها إذا الطفلة هذيك عادتها تعرص فقط وهذا لم يعجبنيش
الي ماشي للجامع الي ماشي يخدم وانا قاعد حياتي واقفة نخمم في الباك نسمع,اللي ماشي للجامعة اللي ماشي يخدم ونقع رح ياتي وقف نخمن في الباك نسمع
نحب سطوش ماكياج,نحب ستوش ماكياج
نهاري منجمش نطلبه من عنده اما شنوا تقصد بالضبط,النهاري ما نجمش نطلبها من عندها ما شنوها تقصد بالضبط
في اما وقت,في مواقع
عندي زوز خواتي بنات,عندي زوز أخوات أبناء
عندكم نشرة على الاحداث,عندكم نشر على الأحداث
زوز كبار و زوز صغار يعشك,زوز كبار وزوز صغار يعيش
نحب نحط هاذا في صندوق امانات,نحب نحط هذا في صندوق أمانات
باش ندفع خمسين دولار,بشنادفة خمسين دولار
لازمني نطلب منه باش يكلمك كيف يجي,لازم نطلب منها باش يتكلمك كفيشي
انجم نكري ادوات متاع غطس,نجم نكري أدوات متغطس
فمة وين نحطوا الجوابات قرييب من هوني,فما وين نحط الشوابات قريب من هوني
اه باهي تصور قداش الخدمة هاذي تاخذ كان تطرح سؤال ثاني على كل واحد ايجا فيسع و خوذ باقاجنا لازمنا توا نمشيو لمكتب الديوانة,اه باهي تصور قداش الخدمة هابي تاخذ كان تطرح سؤال ثاني على كل واحد يجا في سخوص باجاجنا لازمنا توا نمشي والمكتب الديوان
فكرة باهية معمل وقتاش جاي,فكرة باهية معمل وقت الجاء
باهي ما فمة حتى مشكل انجم نشوف باسبورك,باهي ما فبما حتى مشكل نجم شوف باسبورك
روبة سمحة الي لابستها,روبة سمحة اللي لبستها
عطاتك مخيبها كلمة سترها تحسها متاع عبد عامل جريمة وقتلي هو جايب,عطاتك مخيبة كلمة استرها تحسها متعبت عامل جريمة وقتلي هو جاي
العشية تنصب الشعبي متاع دزاير العاصمة و تسلطن دايوغ حفظت برشا من ريبرتوار الشعبي,العشية تنصب الشعبي متاع تزاير العاصمة وتسلطن دايوخ حفظت برشا من ريبرتوار الشعبي
قطر ولا الامارات تهز حتى كاس الحومة توا تشوف دنيا كيفاش تتقلب,قطر ولا الإمارات تزح تكس الحومة وتشوف الدنيا كفاش تتقلب
عملت حجز باسم تارو تاناكا,عملت حجج بسنتارو تناكا
هاك الكلام الي يقولهولي و هاك التعنيق بالقوي و البوس من طرطوشة,هيك الكلام اللي يقولهولي وهيك التعنيق بالاخوي والبوس من ترتوشة
اقل منها في اوروبا و امريكا من يستطيع ان يصدق هاذا,أقل منها في أوروبا وأمريكا من يستطيع أن يصدق هذا
يمكن اما لازمنا نحطوهم بعاد على بعضهم,يمكن اما يجب ان اضعهم بعض على بعضهم
وسبو تونس وقالوا ملا بلاد وولات هيستيريا جماعية و بعد نفس هاك الناس هذوكم عرضوهم,وسبوا تونس وقالوا من البلاد ولا تهيستيريا جماعية وبعض نفس هكا الناس هذوكم عرضوهم
بلاش حليب يعيشك,بليش حليبي عايشك
اوه يا ربي ما كنتش نتصور باللي مازال عندي هاذا,اوه يا ربي ما كنش نتصور بلي مزال عندي هذا
فمة حوايج تستاهل تسكر عليها خاتر بالحق لازم تتسكر كيما المشاكل,فما حواش تستاهل تسكر عليها خطر بالحق لازم تسكر كما المشاكل
اليوم فطرت شطير راس علوش مصلي يعمل كيف وهو ما جعلني نتذكر موضوع هجرة,اليوم افطرت اشتايل راس علوش مص ليعمل الكيف وهو ما جعلني نذكر موضوع هجرة
حجز للسبعة باسم مانو,حجز للسبع بسمان
انجم نخلص بشاك سياحي,النجم الخالص بشيك سياحي
ضربوني,ضربوني
تبدل فلوس متاع البرة,تبدل فلوس متاع البر
هانا مع بعضنا اليوم فقت فرحان عرفت تحس روحك فرحان وتضحك من غير سبب,هنا مع بعضنا اليوم فقط فرحان عرفت؟ تحس روحك فرحان وتضحك من غير سبب
انا و الله متاسف,أنا والله متأسف
على مية,عالميه
هاذا عم الشادلي,هذا عامل شادلي
متقاعد بحبوح و معروف بخفة الروح,متقاعد بحبوح ومعروف بخفة الروح
ديمة يعاون باللي ينجم على خاطر يحب الناس الكلها تقدم,دي ما يعاون باللي نجم على خاطر يحب الناس الكل هتقدم
و بفضل ادارتي معادش محتاج يعدي نهار كامل من بلاصة لبلاصة باش يسقد قضياتو و قضيات احبابو,وبفضل إدارتي ما عادش محتاج يعدي نهار كامل من البلاسة لبلاسة باش يسقط قضيته وقضية أحبابه
على خاطر الخدمات الادارية قربتلو و تجمعت في فضاء مشترك واحد,على خاطر الخدمات الإدارية قربت له وتجمعت في فضاء مشترك واحد
نلقاو فيه مجموعة من الخدمات الاكثر اولوية عند المواطن حسب احتياجات كل منطقة كيما البوسطة البلدية ستاق سونيد,نلقاه فيه مجموعة من الخدمات الأكثر أولوية عند المواطن حسب احتياجات كل منطقة كما البوستة، البلدية، الستيج، السوناد،
القباضة بيرو الشغل صناديق الضمان الاجتماعي الثلاثة و اتصالات تونس,القباضة، بيرو الشغل، سناديق الضمان الاجتماعي الثلاثة، واتصالات تونس
في شباك الكنام سلم عم الشادلي بطاقة استرجاع مصاريف دواياتو,في شبك الكنام، سلم عامل شادلي بطاقة استرجاع مصاريف دوايته
مع عون السينربياس استخرج شهادة التقاعد متاعو,مع عاون السينيخ بيس استخرج شهادة التقاعد متاعه
و في اللخر تعدى لشباك البوسطة و صب فلوس في الكارطة ايدينار متاع ولد جارو,وفي اللاخر تعدل شباك البوستا وصب فلوس في الكارتة اودي ناغم تعوي الجارو
الحاصل الي كان يعدي فيه نهار كامل عم الشادلي قضاه الكل في سويعة من زمان بركة و في دار خدمات واحدة,الحاصل اللي كان يعدي فيه نهار كامل عم الشاد اللي قضاه الكل في سوية من زمان بركة وفي دار خدمات وحدة
و على خاطر عم الشادلي و التوانسة الي كيفو يحبو يقدمو في حياتهم ادارتي قربتلهم,وعلى خاطر عام الشاد اللي والتوانس اللي كيفوا يحبوا يقدموا في حياتهم إدارتي قربت لهم
و باش تطلعوا على باقي الخدمات الي يوفروهملكم لي ميزون دي سيرفيس ادارتي,أو باش تطلعوا على باقي الخدمات اللي يوفرهم لكم الميزان دا سيرفيس إيدارتي
نحب نقدم,نحب نقدم
اصلاح منظومة الحماية الاجتماعية من اولويات البلاد لتكريس العدالة بين جميع فئات المجتمع برامج الدولة اليوم ماشية و تزيد و يلزمنا نحسنو فيها و من اهمها احداث برنامج الامان الاجتماعي للفقراء و ضعاف الحال,إصلاح منظومة الحماية الاجتماعية من أولويات البلاد لتكريس العدالة بين جميع فئات المجتمع برامج الدولة اليوم ماشية وتزيد ويلزمنا نحسن فيها ومن أهمها إحداث برنامج الأمان الاجتماعي للفقراء وضعاف الحارب
المنتفعين بالمنحة الشهرية وصلو لي ميتين خمسة و ثمانين الف و شهريتهم تنجم توصل لميتين و اربعين دينار حسب عدد اطفالهم و حالتهم,المنتفعين بالمنحة الشهرية وصلوا الـ 285 ألف وشهريتهم تنجم توصل الـ 240 دينار حسب عدد أطفالهم وحالتهم
التغطية الصحية توسعت اكثر باش تزيد تشمل العاطلين عن العمل و تضمنلهم حقهم في العلاج الاجر الادنى تزاد ثلاثة مرات في الثلاثة سنين لخرانين الفين و سبعتاش الفين و ثمنطاش و الفين و تسعطاش و هكة المتقاعدين في القطاع الخاص تزادت جراياتهم,التغطية الصحية توسعت أكثر باش تزيد تشمل العاطلين عن العمل وتضمن لهم حقهم في العلاج الأجر الأدنى زاد ثلاث مرات في ثلاث سنين الإخرانيين وهكذا المتقاعدين في القطاع الخاص زادت جراياتهم
و تمتع بها اكثر من ستمياء و خمسين الف منتفع,وتمتع بها أكثر من 650 ألف منتفعة
من ناحية اخرى ما ننساوش منظومة احميني,من ناحية أخرى ما ننساوش منظومة أحميني
الي تبعثت توا توا للعاملات الريفيات في القطاع الفلاحي,اللي تبعثت توا توا للعاملات الريفيات في القطاع الفلاحي
الي باش تسهلهم التمتع بالتغطية الاجتماعية و التامين عن حوادث الشغل,اللي بيشتسهللهم التمتع بالتغطية الاجتماعية والتأمين عن حوادث الشغل
من خلال الانخراط عن بعد بالتليفون,من خلال انخراط عن بعد بالتليفون
مع احداث القانون الجديد الي ينظم النقل متاعهم,مع إحداث القانون الجديد اللي ينظم النقل متاحهم
و على خاطر اليوم قاعدين نسرعو في رقمنة الخدمات الاجتماعية و تحديثها,وعلى خاطر اليوم قاعدين نسرعوا في رقمنة الخدمات الاجتماعية وتحديثها
بدينا العمل بالمعرف الاجتماعي الوحيد مع توزيع البطاقة الذكية لباس,دينا العمل بالمعرف الاجتماعي الوحيد مع توزيع البطاقة الذكية لباس
الي باش يتمتع بها اكثر من سبعة ملاين تونسي تابعين للضمان الاجتماعي,اللي باش يتمتع بيها أكثر من 7 ملايين تونسي تابعين للضمان الاجتماعي
و نزيدوهم بطاقات العلاج امان الي قاعدة تتوزع على تسعمياء الف عائلة محدودة الدخل,ونزيدهم بطاقات العلاج أمان اللي قاعدة تتوزع على 900 ألف عائلة محدودة الدخل
و هكة نكونو قدمنا خطوة كبيرة,وهكا نكون قدمنا خطوة كبيرة
باش منظومة الحماية الاجتماعية تولي شاملة للتوانسة الكل,باش منظومة الحماية الاجتماعية تولي شاملة للتوانسا الكل
نحب نقدم,نحب نقدم
رجعة صغيرة قبل ما نحكيو احبابي على منافس الترجي,رجع صغير اقبل ما نحكي واحبابي على منافس الترجي المترجم
المحتمل في ربع نهائي رابطة الابطال الافريقية التشمبينزليغ,محتمل في ربع نهائي دور الابطال الافريقية
نحكيو تاريخيا شيخ الاندية التونسية بي اربعة تتويجات,نحكي تاريخيا شيخ الأندية التونسية باربع تتويجات
من الف و تسعميا و اربعة و تسعين لي وقتنا الحاضر,من 1994 الوقت الحاضر
يسع الترجي بي قيادت راضي الجعايدي للقب الخامد خمسة و خميس و حاضر محمد و الغيب ابليس,يسعى الترجي بقيادة الراضي جعيدي للعقب الخامس خمسة وخميس وحاضر محمد وغير بيبليس
لحظة قبل ما نينسا احبابي مبروك لي شباب امال الترجي الانتصار بي ثونايه مزيانا على النادي الرياضي لي حمام الانف,لحظة قبل ما ننسى أحبابي مبروك الشبانة ما للترجي انتصار بالثنائية مزيانة على النادي الرياضي لحمام لانف
الاهداف خليل الخنيسي في الدقيق ثمنية و ستين و زكريا العايب في الدقيق ثنينا و سبعين مبرو للترجي,اهداف خليل لقنيشي في دقيقة 68 وزاكريا العيد في دقيقة 72 مبروك للبراجي
الاولاد,مرحبا
اليوم معا بعضنا,يوم ما بعضنا
باش نحلو لغز,مش نحلو لغز
لغز اليوتوبرز متاع تونس الكل معرفوش يحلوه,اليوتيوبرز بتا تونس الكل معرفوش يحلو
لغز هذايا صعيب,لغزة ذي صعيب على
عالاخر في اليوتوب و حد ما فهمو,في اليوتيوب وحد مثل
كيفاش تطلع في ترندينق باج,اشتركوا في القناة
انا سعات نعمل فيديو اول نهار يعمل اربعين الف فيوز في خمسة,انا ساعات نعمل فيديو اول نهار يعمل اربعين الفيوز خمسة
و ما يتلعش ترندينق باج و ساعات نعمل فيديو,وما يطلعش تريندينج وساعات نعمل فيديو
فيه عشرا آلاف فيوز و شوايا كومونترات و شوي جامات,وفيها 10000 ميلي فيوز وشوية كومنتريت وشوية جيميتية
يطلع ترندينق,لا تنسي
لذا اليوم معا بعضنا باش نكتشفو اللغز,نيذة اليوم مع بعضنا مش نحلوا اللغة
انا انا اليوم,انه يوم
نحب الفيدو الديا تطلع ترندينق شنيا يلزمني نعمل,اشتركوا في القناة
اليوم معا بعضنا باش نتعلموا,يوم بعضنا باش نتعلموا
نحاولو نوصلو الفيديو,كيف تستمع إذا فعلت ذلك؟
كي ندخل ل ترندينق باج شنيا نلق,كي ندخل لترينديك بيجني نلقى
سانفارا بلطي,صفر والتي
جيجيا و نهبتو لوطا فمة رابرات اخرين,زي زي ونعبدو لو تفهم رب يوري تخرج
كيما نادر ق,كما ندرجهاش
دانس ستيب وان يلزمني,دوك ستيب وون يلزمني
نكون رابور يلزمني نكون رابور,يجب أن نكون ربيعين
ما فهمت ش انا كيفاه مجاتش البالي,فانتش انك فيش مزيتش البالي
الي يلزمني نكون رابور باش نضهر في ترندينق باج,يلزمني كور رابير باش نظر في تريندينج بيتش
نكون رابور,نيكو ربا يوركسي
مكي لازمك تكون رابور مكي مكي تصرف لازمك تكون رابور نلوج على انسرو نلوج على انسرو,ماكي يزكو رابير ماكي تصرف يزكو رابير لو جالي انسترول
خالد بو شلاكا,خالد بوشلي
راكش عاليوتوب راكش عاليوتوب,اشتركوا في القناة
راكش عاليوتوب و ناكل في واحد مقلوب,ريكش على اليوتيوب و ناكل في واحد مقلوب
ناكل في واحد مقلوب تاوا بارد,نكفي واحد مقلوب ضوا برد
و تاوا بارد جبن ما حبش يذوب,الدو بيرت وش بنمحبش يذوب
الجبن ما حبش يذوب الجبن ما حبش يذوب,اشبه محب جيدو اشبه محب جيدو
الجبن ما حبش,اسمك محبسي
و تاوا ناكل في واحد مقلوب,اشتركوا في القناة
الجبن ما حبش يذوب,اشبت محبتي دو
الجبن ما حبش يذوب,اشتركوا في القناة
و تاوا ناكل في واحد مقلوب,اشتركوا في القناة
ستانا,السلام عليكم ورحمة الله وبركاته
اان,اوه
منلعبش فيفا نلعب كان ال برو كلاي ميهموش,اشتركوا في القناة
شكون الي ضدو,اشتركوا في القناة
لنا قز قز هاو فدو و كلاي باش يدبحو,اشتركوا في القناة
زيدوا زيدوا زيدوا سبو,سيده سيده سيده سيده
نخدب كوميرسيال و كان عجبو,ونخدم كوميرسيال ونعيش
كان نكلم ولاد الحومة التو في لحضة يهدو,وقاين نكلمو رياد الحومة اطوى في لحظة يهدو
زمنن قلمن ماثر فاك الم ن تبا فيفا تبا قلمن عبادن بهمن كلاها بهمن عبادن,زمن خرن مضفة ألم تبك فيفة تبا قلم عباد بهم كلها فهم عباد
البوم المتاهة,ألبوم المتيحة
سيك جونا باهي تهنيت,سيك زونبير تنيتر
عل بوت متاع رابورات تاو نجم نطلع في,اشتركوا في القناة اشتركوا في القناة اشتركوا في قناة اشتركوا في قناة اشتركوا في قناة اشتركوا في قناة اشتركوا في قناة اشتركوا في قناة اشتركوا في قناة اشتركوا في قناة اشتركوا في قناة اشتركوا في قناة اشتركوا في قناة اشتركوا في قناة اشتركوا في قناة اشتركوا في قناة اشتركوا في قناة اشتركوا في قناة اشتركوا في قناة اشتركوا في قناة اشتركوا في قناة اشتركوا في قناة اشتركوا في قناة اشتركوا في قناة اشتركوا في قناة اشتركوا في قناة اشتركوا في قناة اشتركوا في قناة اشتركوا في قناة اشتركوا في قناة اشتركوا في قناة اشتركوا في قناة اشتركوا في قناة اشتركوا في قناة اشتركوا في قناة اشتركوا في قناة اشتركوا في قناة اشتركوا في قناة اشتركوا في قناة اشتركوا في قناة اشتركوا في قناة اشتركوا في قناة اشتركوا في قناة اشتركوا في قناة اشتركوا في قناة اشتركوا في قناة اشتركوا في قناة اشتركوا في قناة اشتركوا في قناة اشت
اما مزال,أمس
مزال فمة لغز واحد آخر في ترندينق,مزيل فما لغز واحد اخر في التركيز
تدخل ل ترندينق باج تخرج امراض جنسية حمد لله يا ربي,تدخل تريندك بيس تخرج أمراض جنسية حمد لله يارب
كليب نرمين صفر,ليب نرمين صفر
توا فهمت الي لكليب ماصت و عاملينو بلعاني ماصت باش لعباد تتفرج فيه لكن,اللي كليب مصد وعملينه هون بالعانية مصد مش لعبات تتفرج فيه لكن
فمة روج يحكي على كليب شقو دقو,فما روج يحكي عليك لي بشو قدو
و مشكلو فاش الي مهوش الروج الي مهبط الفيديو,مشكلة فيش اللي ما هوش الروج اللي محبط الفيديو
روج ترندينق مش روج مهبط الفيديو يلزمني,روش ترينديك اما مش روش محبت الفيديو
نفهم يلزمني نلق حل,يزنني نفهم يزنني نلقى حل
شنيا ادية اهداف الريل مدريد و برشالونة تعليق حافض الدراجي شاشة كاملة اتشدي,إذن هدف ريال مدريد وبرشلونة تعليق حافظ درج شاشة كاملة هجد
شاشة كاملة اتشدي,الشكة ملاحظة
لولاد اذيه لازم تتحط في تيتر متغ فيديو ادية شاشة كاملة اتشدي,هذا يلزم تتحط في تيتر عالفيديو دي شاشة كايمي لها جديد
باز آذك هو السر ورا ترندينق باج متاع,باز هذيك هو السر وراء التريندينج متاع اليوتيوب
خمم في عرضك قبل ما تحكي على عرض الناس,خمم في عرضك قبل ما تحكي على عرض الناس
سارا هاذا شتحبو اليوتيوب,شو علي ايضا شنيت هابول يوتيوب
اوكي اكل عبر متاع فوسي توب,اوكي كل عبارة بتاع فوس يتوب ايضا
اوكي اوكي جونا باهي,اوكي اوكي زوربي
فمة برشا كورة لولاد برشا كورة الحق متاع ربي,برشا كورة الولاد برشا كورة الحق تعالى بي
فريستايل نرمين صفر هام برشا يحكيوا على نرمين صفر,ريستاين نرمين صفر اه ماشي يحكي علي من نرمين صفر
ياخي علاش برشا يحكيوا على نرمين صفر,عليش برسة يحكي على من رميز صفر
تقشتيلة على نرمين صفر شادي,قشتيلة على نرمين صفر شدي
بلاهي خن نتفرجو,لغة ورش
خنشوفو لولاد خنشوفو هديا خمسة و تلاثين في ترندين,نريد أن نرى 35 في التريند
لولاد خنشوفو شنيا الي يلزمني نعمل,اشتركوا في القناة
اربعة و عشرين الف فيوز من اربعة و عشرين مارس,24000 views من 24 مارس
يعني تاوا عندو قريب جمعة و هوا في ترندينق باج يلزمنا نلقاو حل و ميتين لايك,يعني طبعا عنده قريب الجمعة وهو في التريندنج يلزمنا نلقاه الحل و 200 لايك
انا عمري لا عملتاربع و عشرين الف فيوز و ميتين لايكس الحق متاع ربي قريب تلاثميا لايك,انا عمري اللي عملت عمري اللي عملت 24000 views و 200 likes حق تعرب قريب 300 likes
يلزمي نتبعو الفيديو هذايا,نريد أن نتابع هذا الفيديو
يلزمني نتعلم مل فيديو,اشتركوا في القناة
كفاش نجم نتلع في,يفيش نجم نطلع الثلاثة
نبدا الفيديو متاعي ب ابوني في الكوان,نبدأ الفيديو بتاعي بسابوني في الكون
لولاد انزلو ابوني تاو لولاد انزلو ابوني,اشتركوا في القناة
كلها تنزل ابوني اعملولي ابوني في شان يوتوب متاعي,باطل كلها تنزل ابوني اعملولي ابوني في شين يوتيوب متاعي
ابوني يلزم تعمل ابوني,أبوني يستعملوا أبوني
يلزم نحط اللوقو اعملو ابوني,إذا نحط لكم هنا اللوغو أعملوا أبونا
اكايا مريقل,يمريكي
نرمين صفر اوكي,وكي
شكونو راس لبغل,شكرا للمرأة
لولاد اليوم باش نعملوا,للأدلوم صاملو
ردة فعلي على نرمين صفر اا قصد صفر,ردت فعلي على النرمين قصد صفر
او اخزر عندو دقنونة هابطة تقولش عليه لقلق عرفتو اك طار اللقلق اذاك,اووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووو
عرفتها اكلي تسكت و تريليزي فاش قاعد تعمل,عرفت أكلي تسكت وتريولايزي في إيش قاعد تعمل؟
ترندينق باج متاع تونس,ورحمة الله وبركاته
باقي,اشتركوا في القناة
