Reference,Prediction
شراب واحد آخر من فضلك,الشراب أحداخرماف
في اما وقت لازمني نكون في المطار,في أما وقت لزمن انكون في المطار
صحيح كلامك ما هي ش احزاب اسلامية هناك اما الي احبت نقولوا الي احنا,صحيح كلامك مهي الشحز بسلمينك أمل حبية قل اليحنى
حبيت الشراب هاذا متاع الاستقبال بعد الركوب نشربوه على صحتك,حبية شرب إذ ام تعرى التقبل بعض اركوب شرب على صحطك
البارح و انا نتفرج في قناة الجزيرة البرنامج متاع زياد كريشان,البِرع ونالتفرش قنت الجزير البرنبج مبتعزياد كريشياء
هاو كيفاش صنعناه البرنامج و كعبرناها لنقمة تي في برنامج يمين يسار متاع,هوكفاسر رعَناهب بارلم  شكعبرناها نقم تشبر لنمجي من اصرم تعه
حاسس روجو زادم على حكاية حزنها مستنيها في الدورة اما فمة تيار,لحاس السّروجُ زادم والحكية  عَزنها يَشترنها وفِدَّر أمر مادياء
تقلي بقداش التالفون هاذا,قلب قدريش تلفٌ هذا
في مهب الايام تبسيمة المراه واقفة على كياس تبيع في خبزاتها الانجازات العظيمة هيا القوة,في مهاب الأيام تبسيما لم راوقف علىكيييست بحف خوزتها  الانجزات العظيمة هي القورء
رقم الجهة هو صفر ثلاثة النومرو هو واحد و ثلاثين ثلاثة و عشرين خمسة و اربعين سبعة و ستين,عخم الجيها هو السرتلث نوم الغوو يحدثثين كيف عشرين خمس ربين سفع صتين
و هاذا اسمي الحقيقي تحياتي لكل من دخل قبلي وبعدي,وهذا اسم الحقيق تحيةي لكل مان تخلقبل وبعد
وما عاد ش نعرف آش نعمل بالحق كنت مريضة بايتة في سبيتار كبير ومعبي بالمرضى الي,ومع تشنعر فشنعم لالبلحق كلت بريذا بيت في اسبتاري كبير م عبي بالمرضل لي
ما ني ش موافق,من شموافق
بالله صلحلي هاذي,بِاَللَّيْسَ الَحْلِيهِ
وين الاحياء,و اللحياء
سامحني اما نحب نسلم بيان السرقة,سَمَحْرِيئَ مَنْ حَبّاً سِيلمضيَانَ السِّرقى
سامحني ما نجمتش نتبعك تنجم تتكلم اكثر بالشوية يعيشك,سمحني من جنطش تبّعك نجم تتك المتكفاربالشرواي نعايا الشيك
العائدات متاعنا القديمة متاعنا القديمة ما جا ش خلي باش يجي الجديد خلينا احنا توا الكل لكل,لائدت امتان نقدمة نتان لقدمة  مجيش خلب بالشجية جديت خلنا احن تول الكل الكول
العرس و تكملو في عقلك مش كل شيء لازم قبل العرس,العرس و الكمل في عقلك  مشكل شيل زمقبل العرس
قالتلك تحب تتفكر مطعم الطفولة كي كانوا يهبطوا حومة كاملة,قتلك تحبت تفكر مضعم الطفولك كانوا يهفظح مكانا
ويعلم ربي آش زرت وتلة وقصورات وقداش كليت لونقوست وكافيار وشربت اغلى,ويعْلمْ ربِّ الزرت وتْلُقْ صوراتُ قَدَّشكْلت نُنْغوسْتُو كَابيارُو شوب تغْلاَ
حط الفلوس في جواب مزين,حطّفلوس في جواب امزيء
نحبوا على الاول نزوروا وول ستريت,نحب علو الندورو واالستريت
الثلج رجع الثنية تتزحلق,ل الجرجع اركنية الصحمة
احكيلي وينك استنى ساعة تحب قهوة اي اعملي قهوة بلاش سكر تستحفض على ال متاعك,أحكيهوين كستعنى الساعة ح قهو فعمل قهو بللسكر تستحفظ على المتاع
يمكن هاذا الي خلاني عمري لا نقول لدارنا على ميولاتي ما حبيتش,يمكن هذا لخلن عمري لن قول الدارن على ميولت محبتش
شنوا يفرق منتوجك على المنافس,إشنو يفرق من توجك على المنافس
و لشكون تشبه و كيفاش ديكور دارها و زعم شكونو الي حبتو اول مرة,ولشكوت شبهكف يجد الكوردان هوزعن مشكون لي حبّتهو المرب
الشراب مش جديد تنجم تجدده,شراب وشجديث نجم جداً
القطعة المكتوبة بالخط المايل تعكس التغييرات الي صارت في سنين الالف و تسعميا و تسعين,القطع المكتوب بالخط المايل تعقس التغيرات اللسارة في سدنين الألف تسحميرة لسعي
موافقك ولى طبيعي,مواشقك  ولا طبيعي
قريت في خزندار والي انا بنت باردو قلتلها كيفاش عرفت هاذا الكل,قريد في خزندار ولإن بنِتباردو قلت الاك فاشعر فتهذا الكل
شنوا قاعد يصير في آخر وقت,اجن وقعد سيف يخلوق
بعد ما وعدت روحي انو يستحيل مازلت نهار نمس الباسبور متاعي و نمشي لمطار,بعد معتروحي إن مستحما زة ن هار مس الفسبور متاعيل وشيماتا
قداش ناقفوا من مرة باش نبدل,قدشني يقفو من مر بشرمات
تعرفوا كيفاش يستعمل التاليفون,نعف كفاش استعم ل التلففون
عجبتني الخرجة يعيشك,عجبتني الخرج يعيش
لا في قناة الارتي ولا هكاكة طبيعة فينا نحنا التوانسة نموتو على هزان الطحين,لافقنت الأرتي و لا ككت بعافينة نحنت ه سموت على هز المتحيا
عندك تمطط في العضلات,عند كتمطط في العظلتت
سروال آخر,سرو الاخن
فيه برشا مطعم,في كرش مطع
اسمي كيميرا نحب نلغي حجزي متاع نهار الجمعة,اسم كيميرا حبن الغحصد التانقم
هيا الحكاية ما نا خاسرين شيء اما رابحين كرامتنا بالله يزينا من تطييح الخشم في,هى لأحكيّة من خسريج شيءة مر يحن كرمتنى بالله زينم تتح لخشمفي
الله الكاس ترجية تونسية وموش وحدي هكة في صفاقس على فكرة,اللهِ الكاسترجية تنسيّة مش وحدِهَاك في صقص على الفكر
فمة حاجة الي ما تمشيش في كارطة بيتي تنجم تعطيني واحدة اخرى يعيشك,فَمَّا حَاجَ لِمَ تَمْشِيشْ فِكَارْ تَتْبِيتِ نَجَطَّتِ وَحدَ أُخْرَي عَيْشَ
الكلهم مطبوعين,الكلهم مطبوعين
عندي اصغر منها في المودال هو بيده,عند يسْغرْ مِن لفي المُديرِ هوَ بيدًا
تصير ها الحكاية هاذي و هل انو مازال عندي قابلية باش نعيش مع مجتمع,صيرهلى أحكية هذه - وهل أن مزال عن تقابرية بشعيش مع ماجتماع
هو اسم الثائر الكبير و قد اخترته لانه شخصية مثيرة و يندر و جودها,واسم السئر الكبير وقد اخترته لأنه شخظية مثيرا يندرو
من اول جديد و فهمني الي حياتي ملكي وحدي و توا,من أَولُ اججيد وفهم لللحيةِ مِلكِ وحد مُتوى
بوهم فرنساوي اما فراس اصغر مولود في تونس خاطر روحنا لتونس نخليكم,بوهم فرنسا ويما فراس أصغر مولود في تونس خطر وحن لتونس مخليكوم
عندي نفس العمر,عندِي نَفس العْمُرَ
الكلام هاذا باش يعطي حاجة,ذكلام هذا بشيعة حاشةً
باش تستنى درجين,بَاجْتَسَّنَة تَرْجِي
الصحفيين التونسيين ديما يتعرضولو في تقاريرهم السنوية يعني ما تقولوليش الي ما في بالكمش,الصحافين تنسين ذما يتعرضول في تقريرهم السناو عني متقولوا لي اشدد ليرمكتكو
هكذا تردون الينا الجميل ان شاء الله مربوح ونشرفو بلدنا تونس صذة,لا تردن علنا جميل شل مربوحة وشفلدنى تونس
سامحني التواليت ما يخدمش عاوني,سمحني التولد ما يخدموش ع وني
القهوة هاذي نحس روحي نعيش في كل تركينة من الشارع هاذا فمة لقشة من روحي,لقَهْ وَ هَذِا الْحَسْرُوحٍ عِنْشفِ كُل تَرْكِينَ مَ الشَّارَ هَذا فمدلَقْشَ مَرُّوع
لا يمكن ان تتجاوز وجهة نظر في شيء و القرار يبقى بيد الادارة,لا يمكن أن تتجاوز وجهت نضع ح شيء والقرار يبقى بيرد الإزارة
ايه باقاج واحد آخر جاني للبيت متاعي تنجم تثبت يعيشك,ليوَحدَى خَرْجنِ لِلبِتْمُدَّعِث نَجْم سبتِ عَيْشَكْنَ
ملح البانو متاع النباتات يخلي لحمك حنين و مالس,مَا الْحَلْبَانُ امْتَعْنَبَتَاتِ خَل لَحْمُ كَحْنَينُ مالَسْ
اهم زوز دولار حط الباقي عندك,ناهمز ازدولار أط البقث عنت
فاسدين راهي الخبزة تباعت بدينار في الازمة المالية لكن يحرز لعباد كيما الغنوشي انقذوا البلاد,فيزدين راهي الخبز أدبعة بدينار  في الأزم الملية  لكن يحرز العبيتكملغنوشي أن قذُلالبله
عندكشي جولة آخرى,عن دَكشي جول أُخ
تنجموا تسيبولنا الطاولة يعيشكم,نجم سيبون التالع يشكما
خرج عليا,خرج علي
وباهي فهمت توا نجي بحذاك,وبِهِ فمت تُنجِ بَحذِكْ
نحب نبعث هاذا للغسالة وقتاش يحضر,نبعث هذا الغسيل وقت الشيحظر
نحب دبوزة صغيرة شراب ابيض,نحبدب زصغيرَ الشّرببِ
فمة حانوت ورد من الشيرة الاخرى من الشارع,تم حلوت ورد مشير الأخر م الشياء
كي نمشي بحذاه ما يخلي ما يحطلي و انا من هذاكة الكل,كِنَمْشِ بَحْذيهْْ لِخَلْمَ حَطْل وآنَا مَنْ هَذاك الْكُلْ
دمت لنا فخرا يا تونسنا انا تونسي اتكلم لغة التوانسة العربية و لا اتكلم لغة,دُمت لنا فخرة يت غنسن أن تونسي أتقلم لغد التوانس العربي والأتقلم لون
هزني للسبيطار,هُزِّ لِ اسْبِكَارِ
ايجا نتفاهموا باش نحلوا المسالة,هي جنت فهم بشحال المسأل
نحب نكري كرهبة بوات اوتو على نهارين,نحب نكري كاهب وبوعة التور على انهاري
لا تفضل تنجم تخلي اسئلتك للخر كيف نكمل نستدعيكم,لا يفضلت نجند خلي أس التكل الاخركيفش كم من الصديعي
فايس بوك الحاجة الايجابية الوحيدة اني قابلت بيه اصحابي في المدرسة و المعهد,فَيَسْبُوك الْحَاجَة الْإجْابَيّر الوَاحِدَة اَبنيَ قَابَلَتُ بِهِ أصْحَابِ فِي الْمَدبَسَ وَالْمَعَهُ
ايه على الاقل فمة حاجة تتشرب,إيه على قل فمحاجة تشرب
سامحني اما كل شيء تاخذ,سامحني أما كل شي التيخ
البس احسن ما عندك اليوم سهريا شيك,بِلب سحص مع ندك اليوم صار يشي
انا عطشت,أناع طُشت
توا نبعثهالك كان تحب استنى هوني,فَنَبْعَثْ هَالِك أَنَ تَحَبَّ السَّمَاهُونَ
اليان الياباني يساعدك,هلْيَانَ الْيَابَانِ لسّيعَدَك
هز راسك الفووق على شاشة الحاسوب اتو تلقى مكتوب بحذاها هناك,هزرسكالفوق على ششتة الحسوب ةو تلقى مكتبحذاه هنا
فماشي بلاصة تقبل الغسيل نهار الاحد,فَمَشِبْ لَسَتَقْبْلْ لغْسِي ذِنْهَرْ لَحْم
وقتاش يوفى المسلسل الماسط توا بعد ما وفات الكان و تهنينا على الوليدات,مقتاشيو فالمساس الماسط تو بعض موفاة الكان متانين على التاب
التصويرة المقال هاذا حلوة ياسر و معبرة ياسر ياسر نشوفو فيها زوز نصارى طالعين كتف,تَلصُيرْتْ مَقَالَهَا ذَحْلهَ يَسْترَغْم عَبرَ يسَيَت بُوفـهَل سُزنَ الصَارَةَ ارعِلفِ
قرصنة مدبرة تونس نيوز اليوم الابيض و الزيتون الاخضر,قرصنت مدبرد تونَس - نيوز اليوم الابيض وزيتونَ الأخذَر
فمة تقدم,هما تَقَد
نحب ارخص وتيل,نحبر خسوتي
فمة شكون حلي جوابي,فَمَشْكُونُ حَلّ إَجْوابِ
المكتوب بيد ربي سبحانو وان سالتم الله فاسئلوه البخت وعنا مثل شعبي,لتُوبْيُتِرَبِّسُبْحْعًاً وَأَسَأَلْتُمْ اللَّهَ فَاسْأَلُوهِ الْبَخْت وَهَنَّ مَسَلَ الشَّهْرِ
الصدق اعز حاجة في السياسة,الصدقة أعاز حاشة فالسيس
الترينو هاذا يمشي طول لادينبرا,اِتْرينُ وَذَا يَمْشَتُ لَدِنْبرَه
شباش نشوف في هاذي الرحلة,أشبش شو في هذه الرحل
بلاصة ما يتكيفوش فيها يعيشك,دلسم الكيفوش في عيعيش
شنوا الزيادة على الباقاج الزايد,شنو الزيادة علب كاج الزايي
مشينا لرستورون على شارع الرميلة اختصاص طلياني وسبيسيالمون باستا اسمو لابوما,بسند رسترار على اشارعر قل اختصاة اليني أسبسيا نوم باصة أسمه الابوما
بعد الخدمة و الطلبة كلهم يحبوا صوتها يقتل صوتها هيا بيدها دافية اما فيها,بَعْدَ الخَدمَة - وَالطَّلْبَ لكُلّْهُمْ احَبَُّ سُوتَة - يُقْتُلْسُوتَة - فَيَبيدْ هَدافْية أَمافِهَا
وين المغسلة القريبة,وِن المحسل القربَا
مسافرين الخطوط الجوية ايه بي سي رحلة سبعة مية و ثلاثة الي ماشية لطوكيو بالله يمشيو للباب نومرو عشرين للاجراءات الحكومية,مصفرن الخطوت الجوية إيبي سيء رحل صبعميا والثلافا إل ماشياالطوكيو بالله يمشيول الباب مر عشرين الأجرأة الحكومين
هايل برشا يا سيد شنوا تاخذ ديسار,هاذ البعشي السيد متاخدسفيعة
وبعمرو لا لقانا حد وين متخبين نبداوا نتفرجوا فيهم من الفوق كيفاش يلوجوا علينا,مبعمرو الألقان حدوي المتخبين لبدرمت فرجو فيه ملفوق كفشي الأوجعليلا
اخلاق غير حميدة حكايات للصغير و الكبير قراصنة ملا,لر حميدحكيت الصير ت<unk>يبية القراسن مال
قالوا الي القريب ياسر منتشرة غادي,قالوا لي لغريب يا سأمتشربة
تحب ناخذلك تصويرة,تحبنا خضلك تصيرا
و الله الزواج باش ايولي من المستحيل في تونس,وَاللَّهِ الزَّوَاجْ بِالشِّوَلِّ مِنْ الْمُسْتَحِيلَ فِ الدُّنْسِ
اربعة ليلات,ارب عَليل
يقولوا كون اليابان بلاد غنية,يقول كون اليابان بلد غنيء
نحب تريكو صوف يديه طوال,نحبترك سوف ديطوي
نلوج على كارطة اوريدو,لوج عل كرت أريد
نحب الونس ما نحبوش الشراب بانواعو جربتو قبل البايليز لا باهي على خاطري جربو و على,حبلا نفس منبشراب بنوع شرطت قبل للباليز لباي على خطج ربته على
نتصور عندي الدوخة متاع الهواء,يَتصوَّرْ عَنْجدْ دو خَمْتَعَ الْهُوي
من الضروري يكون عنا منين نمشيو للماعون الرسمي للخدمة,لن يضريجبن عائلا من نبشيك المعون الرّسنين
منين ناخذ تسكرة للميترو,من نِخ تسْكل المتر
روحي وخلاوني نروح الصبيطار بعيد يجي اربعة ادراج مشي على الدار انا خرجت و الشتاء تهبط,فروح يخلَني الرَّوى ح السبتار ب عيدِ جيارب عَدراجمش على الدار أن اخرجتُ اشتاطةِ
اختار الشراب الي يساعدك,فتارى الشرب باللسعع
تعرفني تونسي ونتمانا لو كان جاو التوانسة الكل هكة تونس في القلب,تعرشني تونس متمنّة لو كَانجاوت ونس كلك تنسِلقل
الحبس للنسا كلمة عمري ما سمعتها قبل ما ندخل لحبس منوبة اليوم بعد,الحب سنسيك كلم عمر مسمعته قمالحبس النباليمباء
مفقتش كيف الفياقة نوقزت الستة و نصف,ما فقت شكف الفيق عنل نقزة ستالنس
تفاهمنا الثمنية و نصف بالوقت المحلي,فَهِمْنَْ مَنْ ينُسْ بِالْوقت الْمحَل
توا الثلاثة و ربع,توسلث وربة
تحب نثبت تحت الكبوت,تحبا سبب تحش الكبول
ما فماش صابون في بيتي,وَفَمَّاِ الصّبُولَ فِيبِيِ
ما قعدناش جنب لجنب,مقعدنيش اجنب لاجنب
انجم ناخذ بيت بزوز فروشة اتطل على البحر,نَجنِخُ بِيتْ -بزُزفرُشَ طلع البحة
فمة بنات دخلوهم لبيت الدجاج و انا قعدت قالوا لي التحقيق يستني فيك,فَمَا ابنَاد دْخَلُوهُمْ بِتِتْجَاجُ وَنَقْعَدْ قَلُولِ التَّخِيقِ السََّنَفِيك
شنوا الي صار في صالة العرض اليوم,اشنو للصار في الصات العارض اليوم
نحب قهوة حليب يعيشك,ن حبق محليب يعيش
تسعة و عشرين اوت,تسعع عشر بوتت
اللياقة في مخاطبتك للمشرف والي يحب يطلب حاجة لازم يعرف كيفاش يطلبها,إلا يقى في مخاطبطك المرصرق و ليحي مثل لقاجه الذيناركة فشر فتا
بحذا بيت الامانات,بَحْذَ بِتْ الْأَمَانَ
تحب عصير شنوا,تْحِبْ عَسِيرْشنُو
نحب تفاح يعشك,نحب تفاحي عيش
عندك حق كل شيء متاعك و من حكم في ماله فمة ظلم,عندكحق كل شيء م تعكم ن حقم في مالع فماضن
بره كان تحب اخرج وحدك انا ما ني ش مهبولة نخرج في نصافات الليالي,برك ينتحب خرك كان من اشمهبون نخرشك صأد
عيد ميلادك قرب,عدميلد ك قرب
اكيد كيفاش نجم نعاونك,أكيت كيف نجمعون
هو شديت روحي باش ما نكلموش و بعد رخيت نلق تاليفونو مسكر,هو شد تروح بشمان كلموش بعد الخيةًا قترف نبصأ
انت ياسر سمحة,مانتِيَاسِرْ سبْحَة
مش متعاركة معاها امك نكذب على خاطر عيب وزيد مانا البارح كي تعديتلي,مجمة عرك معها أما كنكتب على ختر عيب زيد من البرح كتعت ديتلي
عاليا و احنا قاعدين نتناقشو في موضوع معين ومهم فين تشوف فيهم الاستفزاز و التفاهة,آععليا نحن قادلة ناقف الوظم عين إل الأفطيان الاسسازات الدفاء
ردك هاذا ياكد كلامي كي قلت بعدو الكرة من المنتدى العام لانو,ردك هذا أكد كلينك قلت بعض الكرة من متذرع عمدا
نحب نعمل نضرة على بيت التبديل,هبنعم النّظْرِ عَلَى بت التّبجي
قلبي يوجعني,قَلْبِ يُوجَانِي
طلبت دجاج,لبتد جءت
تسعين دولار لتسكرة مشيان بالصرف ولا بالكارطة,تسعِين دولارَ لتسكر مشيين فاصرف علبلكَاير
اوه يشبهلي برشا,وهْ يشبِه لبرشت
في صندوق التضامن الاجتماعي كان في الاعوام الاخرة قبل ما يتوفى الانتريت متاعو كان حاجة,لصندق طذامن الاجتماع كن فلاعويم الإخراق بل ما يتوفل أنتتمطيع كنحاجا
تحب تشري روبة,حب تشرروب
ما نجمش نبيعلك هاذا بلاش وصفة طبية,من الجمش نبيعلك هذا بالأشوصف طبيء
سكروا البلاد على بقية العالم,سَكْرُ الْبلَدَ لَبَقِيتْ الْعَالِم
انا عرست و الحمد لله العرس الكل تكلف مليون وصدقوني كل شيء,أنا عرصت الحمدولة العرص الكلت كلفي مديور مصدق لكل شيء
ما فاقت ش الي فمة حاجة بيناتكم وما تحكيوش مع بعضكم لا قدامهم نكلموا بعضنا,مَلْفَقَْتْ اشَلِفَا مَ حَرجَل إلات وَ تَحْتوَجْنَضَعَفَكُمْ لهِ قُدَّوَهُ منْ كَمْرَ القَء
لازمني ندور على ليسار,ليس مندور على الساء
ما فمة حتى مشكل,ما فما حتم
لازمني نبدل الدولارات هاذم,ذجمن الباتل الدولاراتهاد
يقلقك كان نقعد هوني,ِ خَلقك انُقَْدُونِ
قريت المقال متاعك و بصراحة تامة انا اشك فى بعض المعطيات اللى قلتها,قرِت المقالم تيعكو - تراح التعم أنا لشكفِ بعض المعطية اليقول
فمة ريحة زهر تضربك عالدخلة وهاك الديكور التونسي الحر وسط دار كبير في,فَمَرِحت زَهَر تَغرِبَك حَدْ دَخْلَ - أُهَكَّد دِكُورْ تُنسِي الْحُرِّ وُصْطدَار كبيرا شِي
قلبي باش ياقف و على هبلاتنا و سهرياتنا و تصبيحنا وسفرنا و السوربريزات الي كانت تعملهملي,قال بشيقف على هبلتها وسهرياته و تصبيحنا وسفرنا  وسربرزات لكنتعم الهمل
فمة بنوك قريبة من محطة الترينو,ثم بونك قريبًا ماحت الترين
قيد نومرو بيتك في الضهر,قايد نمرُ بيتَك فظهر
قعدت في هاك الحوسة جبدت سيقارو و جابتلي صوفية قهوة عربي اعطي كلمة خوذ كلمة,قعادتْ شَياك الْحوسْ جبت شغارُ وَجَبَت لِصفِ يقهْوَ عَربِ ععتكلمَخبُوتكْنْم
المدة الاخيرة صبو عليها ركام مباني حتي ان المنطقة اصبحت كانها عمارة مهدمة,لمُدَخرَة صَبوعْ لِهَا إِ مَبَنِحَتَن مَنْ أَصعَتْ غَيَنا عَمَرَمُهَدْ
في قهوة مكوخر صوت امي يدور في راسي ويعاود و هي تصيح عليا,قاهوى مكوخَر- سودءُومِدولفراسي وعاود هيةحاليا
سوم الوتيل داخل فيه فطور الصباح,سُملُوتِيل دخلفيفةُرسبا
باهي كيف باش نطلقك بالتراضي ما حبيتش نطلقك للضرر ونخرجك بفضيحة,بهي كف باشن تلقك بتراد محوج نتلقك لذرار لخرج البفتية
ايه بجنب البنية هاذي,هيه مجنب البرني هاس
ولا هم عندهم حساباتهم طفيهم ما عادش تتفرج عليهم فمة غيرهم برشا,ولا عندر ماحسبات تثيهم عنصفرج عليه فمغرهم برشا
نحب بلاصة باهية,نحب لَسَبِهِ
الضرسة القدامية عاملة فية,ذرس القدمي عمل شيء
اي نقترح عليك بكل ثقة جولة لمدينة سان فرانسيسكو هاذي تعطيك نضرة شاملة على سان فرانسيسكو,هينا اقترى حليك كل ثقةجول متين سان فرنسيسكو هذه تعطيك نضرشيم على سانفرنسي
هل الكوارجي شنيا منفعتو لهل البلاد علاش يخلص جملة توا يلعب,الكوارج نعماً فعط ت لا شيخس جم لا تويارا
بدلي بلاستي من فضلك,بدلِ ابلا اصتم الْفَتْرِ
من وقتاش و انت,من وقتيش وانتيام
الناس لكل تنجم تعطي رايها اما نردوا بالنا خاطر الدستور كتبوا,نسكُلت نشتعترايها أمرد بعن ختر ادست الكتب
الا حبت حتى من بعيد المهم انها متغلطش غلطة كبيرة ممكن تدمرلها حياتها,إلا حبط حتىر من بعيد امهم إنما تغلتشغل تكبيره مم قندم رلاحياة
او العكس لكن اكثر حاجة نتفكرها ان عامتها رغم الضرب و الطرايح الي كليناهم شبعنا بالحق بالضحك,هو العكص لكن اكثر حاجاً فكرهة  أنع متها رغم الضرب الترايح لكليناه أشبعنا بالحق الضع
شني الموسيقى هاذي,شنيَ الموسيقى يتي
لازمني نشوف طبيب,لزنّ شرط بيب
بقداش كراء الزحلاقة لشطر نهار,قد اشكرِيز زحلقة لشترنهاى
ظاهرلي كليت برشا,نظهر لك ليتبرش
في بالكم الي في تونس دخلنا موسوعة غينيس للارقام القياسية في عدد المهرجانات الفنية و الثقافية,في بلكم لفيتول استخلم عسلوع الايييز الأرقال القياسية ف على المرجنات الهلمية واصدقاهي
عندكم غلال البحر,كُمْ خِلِ البَحْرَا
شنوما الكياسات الي نبعد عليهم,يشنم الكيست لنبعد عليهم
وين اجي اقرب جزار,ونيجيقرب جزا
عندي قرابة الفين و خمسة مية دولار باليان الياباني,وعند قربت ألفينُ خَمسمية دولار بلينليابوان
كاس يمشي و كاس يجي لين وفات بليلة حمراء في لون الروبة,كيسنشكي سجيل وخيط للحواك الحمر
سامحني نحب نعدي قضية,محني بن عادية قذية
دارو وهو متكي على فوتاي حاجة تفرق بين تجربة سفيان و تجربتي,داروا هو متكع الفتوء حاج تحق بن تجابسفيين منتجريب
فمة شق كبير يدعم الحكومة و يدعو الى الهدوء اذا اردتم اطاحة الحكومة,فَمَّا شَقَّاكْ بِيرِ يَدَر الْحَكُومْ وَيَتُعِ لَى الْهُدُوءِ فَبَارَدْتْمِ تَحْلَحُكُمْ
البرانيين ينجموا ياخذوا كتب من المكتبة,لبرانين نجم يخضو قتب ركتبا
نحب بيت لزوز بقداش تسوى لليلة,الحبيك زوز - قد تسوليل
نروح لداري بعد الجمعة الي عديتها بحذاه وهو شدني من يدي قالي,نروح مدارب بعد جمع ليعَديث بحدهُ وهو شَدن من يد قللب
لازم تكلمني يعيشك,لا زمتكلم ن عيش
ما تمشيش تنجم تشوف مصورتي,ما تمشيشنَجمَت تشفمصورتِ
نقولوا جنة على وجه الارض بلادنا عندك الحق عم حمزة ما عادش تصعب عليهم المواضيع,فَانْقُولُوا جَانّْ عَلَى اجْلَرْ ذَبلَادً عَنْدَكَ الْحَقَّ عَمْ حَمْزَمَا اجْتَصَابَ عَلَيْهِمَ مَوَاضِيع
مش هكة الكل حويجات مش غاليين,مَشاكِّرْ كُوال أَحوجت مُشغَدي
فماشي بلايص سماح في الحي,مشيب لايصلسمح في الحين
ببلادو انو يفرح كيف يرا حاجة كيف هكة اما لو كانت صحيحة,ابلادُون يَفرح كِفراحة جكفهكي أمالو كانتسحين
عندك فيلم مصورة بالالوان,وعند كفير الوصور بل الويد
نشوف في شعبي الي كان على حقو يثور نشوف في الناس تتقاتل تنهب و تغور,شفي شعبي لكان على حقيثور شفي الناس صدقاتلتنهب ضغو
سامحني نجم نمشي,سمحني نجنبش
عشرة طوابع يعيشك,عشرة وأبعي عيش
بسم لله,بِسمِ الله
تونس باي نايت اعرف وين تحط ساقيك تونس باي نايتدز دورى,تونِسبيناي تعرف  فطسقِك تُنصبيني- دصدوع
ويلزمك تستنى لكسبريس سويعة اخرى فيصل الصمعي للتعليق على هاذا الموضوع,ويزل تستنى الكسبريس و أخر فيصل الصمع للتعليقة الهذا الموضوع
نشوفها ديما الصباح في الترينو,شوف عدي مصباح في الترينو
فيه سبعة انواع من الفتامينات و المعادن,فيه صبعةا نويع من الفيتمينات والمعاد
تنجم تطيح السوم لعشرين دولار يعيشك,درجم طير حسوم العشري الدولار عيشك
مازلت ما قررتش تنجم تعطيني اكثر وقت,ما ازلت مقرنجم تعتني كثر واقت
اول حاجة انت متاكدة الي فمة حب بيناتكم على خاطر ما تنجم تبني حياة جديدة,هو الحاجَة إنتِ مت أكدلفما حبّناتكم على الخاتر مثْ نجِّمتَ بن حياة سديدا
كان من الاحرى ان يموت حبا في فلسطين لا في كورة,كان من الأحر أن يموت حبا في فلسطين لا ف الكون
ولا جابوا طفلة رباوها على قيم الفساد هو كي تجي تشوف فمة جانب محافظ,والأجاب طفل ربعوها على قيم الفساد- وكِجت شوف- فمجانُبن حونم
زوز تشيزبورجرز يعيشك,زوزت شيسبورغ ر عيش
لكن نعطيوا الاهمية لمركز التكوين يلزمو يولي في,لكن نعته الأهمي المركز تكوين يزم ولشي
هاذا وضع السياحة في تونس سياحتنا مصنفة الثانية عربيا بعد الامارات وتحتل المركز في العالم,هذا وضع السياحة في تون سياحة  أمصَنف الثانية عربيان  بعد الإمارات وتحتال المرك ص في العن
باش ناخذ اكبر دبدوبات يعشك,يشايقا قق بر تبدوب بيت عيش
جنات تكمندي في زي تنكري باش تعمل فيديو عالتيك توك هاذي,جنّاتكمندي في زيد ثنكر باشتعنن فيديواع تيكتوكهين
ضهرلي فمة غلطة في العدد,ظهَللي فما غلط في العداد
مش معمول بالباهي,مشمعمول بالبيه
في اما وقت لازمني نرجع,في أما وقتل
في الصاك هاذا مهما كان الطقس,ف اساكهذا مهم كان الطقس
يصيح وزيد ياقف وسط الكياس و يلوح هاك كعبة الويسكي تمشي قزاز ويرجعلي ليا انا,فيسيح سديقفوس تلكيسو لوحككعبت المك الدمش جزيز ويرجعل لياياةة
من هوني للشط,مِنهُونِي إلا الشّتْ
اي هايل وقت فطور تحب نحكيو واحنا نفطروا,أي هاي الوقت اشتور تحبنا كي وحن نفترو
نحب كعكة يعيشك,نحب كعك يعيش
نحب فياقة يعيشك,منحب فييق يعيشك
انجم نهز الصحونة,ينجمون هزا الصحونا
لا يا سيد اليوم نصف النهار معبي الكل اما غدوة باهي,لا يسيد ليومن الصنهار معبّ الكل أم غضوىبه
ياسر غالطة فكرة اني نخبي فلوسي لبعد الانتريت و كي نموت و كان,يا صغالة فكرتن خبل فلوس لبعد الإنترنت مكيمو توكيين
زوز من الناس,زُز النئس
انت البارح قلتلي ركايب العزوزة البارح مشى في البارح اليوم طاجين مشرق,اِانْتِلبَارحَ قُتْلِ اركَايب الْعَزوزِ ألبَيرَ حَمْشَفْ البَارَحَ لْيُمطَجِينُ بشَرِّكك
خرج توا,خرَجتو
سامحنا رانا معبيين غدوة الليل,سامحنا رنم عبي لغدواً لي
ما تقليش راني معاه انا مع روحي انا حر تحيى تونس,مدقل الاشرل مع هان مع روحيان حر تحيتونس
