Reference,Prediction
وين المغسلة القريبة,وين المخصل القريبة
مسافرين الخطوط الجوية ايه بي سي رحلة سبعة مية و ثلاثة إلي ماشية لطوكيو بالله يمشيو للباب نومرو عشرين للاجراءات الحكومية,مسافرين الخطوط الجوية رح7 إلماشيالتوكيو بالله يمشي للباب نمر عر الأجرائت الحكومية
هايل برشا يا سيد شنوا تاخذ ديسار,هي لبرشياسيدشنوتاخد سير
وبعمرو لا لقانا حد وين متخبين نبداوا نتفرجوا فيهم من الفوق كيفاش يلوجوا علينا,مبعمر إلالقان حدوي لمتخبين نبدونت فرج فيهم منفوق كفشي لوج علينا
اخلاق غير حميدة حكايات للصغير و الكبير قراصنة ملا,قل غير حامي دحكيات تصخير وتكبير قراص نمالا
قالوا إلي القريب ياسر منتشرة غادي,قالوا للجريب ياسرمتشرغة
تحب ناخذلك تصويرة,تحبن خدلك تصويرة
و الله الزواج باش ايولي من المستحيل في تونس,والله الزواج بالشولي من المستحيل في تونس
أربعة ليلات,أربع ليلات
يقولوا كون اليابان بلاد غنية,يقول كون اليابان بلادغني
نحب تريكو صوف يديه طوال,نحبب تريكوسوفيدهاطوائل
نلوج على كارطة أوريدو,لوج على كارت أريد
نحب الونس ما نحبوش الشراب بانواعو جربتو قبل البايليز لا باهي على خاطري جربو و على,حبل نص منحب الفراب فنواع جربتخ بل الباليز لبي على لخطر جربت على رد
الكورة نكره الكورة نكره الكورة نكره الكورة نكره الكورة نكره الكورة,مكور مكرالكور مكرلكورى مكرمكور مكرالكورى مكر الكورة
نتصور عندي الدوخة متاع الهواء,لاصور عنج الدوخام تع الهويء
من الضروري يكون عنا منين نمشيو للماعون الرسمي للخدمة,نظرر يكون عن من ممشيء للمعون الرسم للخدمة
منين ناخذ تسكرة للميترو,من النخو تسكل المترو
روحي وخلاوني نروح الصبيطار بعيد يجي اربعة ادراج مشي على الدار أنا خرجت و الشتاء تهبط,روح يخلان الروح بطارب عيد جياربعأدراج مشي على الدار أنخرجت اشتاطهبط
اختار الشراب إلي يساعدك,خر شرى بللي ساعد
تعرفني تونسي ونتمانا لو كان جاو التوانسة الكل هكة تونس في القلب,تعرفني تونس نتمنا لوكنجاء تونس كلهك تونس في القلب
الحبس للنسا كلمة عمري ما سمعتها قبل ما ندخل لحبس منوبة اليوم بعد,الحبس إنسا كلم عمر مصمعة أخبر من أدخل الحبث ونوب   ليوم بعد
مفقتش كيف الفياقة نوقزت الستة و نصف,ما فقتشكي في الفيقة نوقزة الستنص
تفاهمنا الثمنية و نصف بالوقت المحلي,تفهمن ثن بالوقت المحلي
توا الثلاثة و ربع,تو ثلثربا
تحب نثبت تحت الكبوت,تحبن ثبة تحل لكبوت
ما فماش صابون في بيتي,مفمشج صابون في بيتي
ما قعدناش جنب لجنب,مقعدنيش اجنب لجنب
انجم ناخذ بيت بزوز فروشة اتطل على البحر,نجم نخبيت بزز فروش الطلع البحر
فمة بنات دخلوهم لبيت الدجاج و أنا قعدت قالوا لي التحقيق يستني فيك,فمبناء دخلوهم بتجاج ونقعت قلول التحقيق السنفك
شنوا إلي صار في صالة العرض اليوم,اشنوع اللسار في صات العارد اليوم
نحب قهوة حليب يعيشك,محبقه حليبعيشك
تسعة و عشرين أوت,تسعو عشري أوت
اللياقة في مخاطبتك للمشرف وألي يحب يطلب حاجة لازم يعرف كيفاش يطلبها,لا يقا فمخاطبطك المصرف وليح يطلب حاجا الذم يعربكفش يطلب
بحذا بيت الامانات,بحذ بيت الآمانة
تحب عصير شنوا,حب عسير شنو
نحب تفاح يعشك,نحب فاح يعيشك
عندك حق كل شيء متاعك و من حكم في ماله فمة ظلم,معندك حق كل شيم تعكم الحكم في مالا فماظل
بره كان تحب أخرج وحدك أنا مانيش مهبولة نخرج في نصافات الليالي,برك أنتحب خررح كان من اشمحهول نخرش فن صفة الدياري
عيد ميلادك قرب,عيد مليدك قرب
اكيد كيفاش نجم نعاونك,أكيد كيفنجمعنك
هو شديت روحي باش ما نكلموش و بعد رخيت نلق تاليفونو مسكر,هو شدت روحي بشمن كلموش بعد رخية نلق ترفون مسكر
انت ياسر سمحة,من ت سرسبح
موش متعاركة معاها امك نكذب على خاطر عيب وزيد مانا البارح كي تعديتلي,مشم عرك معها أمق نكذب على خطر عيب وزيد من البرع كتعديد لي
عاليا و أحنا قاعدين نتناقشو في موضوع معين ومهم فين تشوف فيهم الإستفزاز و التفاهة,هعاليا وحن قادلة ناقش المظامعيم من الشفهم استسازات والدفاه
ردك هذا يأكد كلامي كي قلت بعدو الكرة من المنتدى العام لانو,ردك هذا أكدكلين كقلت بعض الكرى من متدرعملئن
نحب نعمل نضرة على بيت التبديل,هبنعم النظر على بيت التبديل
قلبي يوجعني,قلب يجاني
طلبت دجاج,تلب جش
تسعين دولار لتسكرة مشيان بالصرف ولا بالكارطة,تسعيد لار التسكر مشيان بالصرف لبلكارتة
اوه يشبهلي برشا,يشبهل برش
في صندوق التضامن الاجتماعي كان في الاعوام الاخرة قبل ما يتوفى الانتريت متاعو كان حاجة,في سندوق التظامن الاجتماع كينف العوام الاخرى أقبل ما يتوفى لنتي تمتاعوا كنحاج
تحب تشري روبة,تحب تشري لوب
ما نجمش نبيعلك هذا بلاش وصفة طبية,من جمش بر لك هذا بلش وصف الطبيع
سكروا البلاد على بقية العالم,سكر البلاد على مقيت لعالم
أنا عرست و الحمد لله العرس الكل تكلف مليون وصدقوني كل شيء,أنا علرست الحمدولة العرس للكل الكلف مديو مسدقن كل شيء
مافاقتش إلي فمة حاجة بيناتكم وما تحكيوش مع بعضكم لا قدامهم نكلموا بعضنا,مفق شرف محاج ناتكم وتحتيوش مضعطكم لا قدمهملكملمبعظ
لازمني ندور على ليسار,لزم دورع اللسار
ما فمة حتى مشكل,وفما حتى مشك ر
لازمني نبدل الدولارات هاذم,لزم بتلدلرتهد
يقلقك كان نقعد هوني,يقلق كنقعدوني
قريت المقال متاعك و بصراحة تامة أنا أشك فى بعض المعطيات اللى قلتها,قريد المقال متعك صراح تام أنا أشركفي بعض امعطيات لقلد
فمة ريحة زهر تضربك عالدخلة وهاك الديكور التونسي الحر وسط دار كبير في,فمريحت زهر تتربق عدخل أهك دكرتونسي الحر وصدار كبيرفي
قلبي باش ياقف و على هبلاتنا و سهرياتنا و تصبيحنا وسفرنا و السوربريزات إلي كانت تعملهملي,قلب بشاقف على هبلتها وسهرياتها وتصبيحنا وسفرنا وسربريزات لكن تعمل هملي
فمة بنوك قريبة من محطة الترينو,فمابون كخريبا محتة طرينه
قيد نومرو بيتك في الضهر,قيد نمر بيتكف الظهر
قعدت في هاك الحوسة جبدت سيقارو و جابتلي صوفية قهوة عربي اعطي كلمة خوذ كلمة,قعادت في هك الحوسجبت سيجار وجبت لسوفيا قه عربي بعتي كلم خفوذ كلمة
المدة الاخيرة صبو عليها ركام مباني حتي ان المنطقة اصبحت كانها عمارة مهدمة,المد الأخيرة صبع لها اركام بن حتى إن منطق أصبت كنهعمر مهجمة
في قهوة مكوخر صوت امي يدور في راسي ويعاود و هي تصيح عليا,في قهو مكوخر سودأمي دور فراسي ويعاود هيتحاليا
سوم الوتيل داخل فيه فطور الصباح,سمل  يل داخل فيفتلصبح
باهي كيف باش نطلقك بالتراضي ما حبيتش نطلقك للضرر ونخرجك بفضيحة,بهي كيفبشنتلقك بطراد محبيج انتلقك لظرار وخرجك بفتيحة
ايه بجنب البنية هذي,إي بجنبالبني هذه
ولا هم عندهم حساباتهم طفيهم ما عادش تتفرج عليهم فمى غيرهم برشا,ولا عندهم محسبات طفيهم عجشت فرج عليهم فمغيرهم برشا
نحب بلاصة باهية,نحب بلس بهي
الضرسة القدامية عاملة فية,اظرص القدامي عمل فيء
أي نقترح عليك بكل ثقة جولة لمدينة سان فرانسيسكو هاذي تعطيك نضرة شاملة على سان فرانسيسكو,هي نقتر حليك بكل ثيقة جول المدينة سان فرانسيسكو هذه تعطيق نظر شامل على سان فرانسسكو
هل الكوارجي شنيا منفعتو لهل البلاد علاش يخلص جملة توا يلعب,لكوار جنيما فعضبلباد عليش يخلص جملاتويلى
بدلي بلاستي من فضلك,بادلي بلاست فضرك
من وقتاش و انت,من وقطشوني
الناس لكل تنجم تعطي رايها أما نردوا بالنا خاطر الدستور كتبوا,نسكلت نشتعت رايها أما رد بأن خطر الدستور كتبو
إلا حبت حتى من بعيد المهم إنها متغلطش غلطة كبيرة ممكن تدمرلها حياتها,إلا حبت حتى من بعيد المهم إنما تغلتش غلتكبيرة ممكن دمر لاحياتة
أو العكس لكن أكثر حاجة نتفكرها أن عامتها رغم الضرب و الطرايح إلي كليناهم شبعنا بالحق بالضحك,هو لعكس لكن أكثر حاجان فكرى أن عمتها رغم ضرب الطرايح لكلينه اشمعنا بالحق الضحج
شني الموسيقى هذي,باشني المسيق هذه
لازمني نشوف طبيب,لزمن شفط بيب
بقداش كراء الزحلاقة لشطر نهار,بقد يشكرلزحليقة الشترنهار
ظاهرلي كليت برشا,ظهر لكليت ورشا
في بالكم إلي في تونس دخلنا موسوعة غينيس للأرقام القياسية في عدد المهرجانات الفنية و الثقافية,في ركم لفي تون استخلم وصرات إينيس الأرقام قياسية في عدد مراجنات الأنية والثقاهية
عندكم غلال البحر,عندكم غلال البحرى
شنوما الكياسات إلي نبعد عليهم,اشنوم الكيسات لنبد عليهم
وين إجي أقرب جزار,وينجي يقرب جلزاءر
عندي قرابة ألفين و خمسة مية دولار باليان الياباني,عند قرابة 205ي الدولار بليان ليبان
كاس يمشي و كاس يجي لين وفات بليلة حمراء في لون الروبة,كي مشسجيلوخطبل حمرحمروب
سامحني نحب نعدي قضية,سمحني نحبن عدي قذيا
دارو وهو متكي على فوتاي حاجة تفرق بين تجربة سفيان و تجربتي,داروا هو متكع الفتوع حاجة أفرق بن تجربة سفيان وتجربتي
ثمة شق كبير يدعم الحكومة و يدعو إلى الهدوء إذا اردتم اطاحة الحكومة,ثم شق اكبير يدع الحكوم ويدعل الهدوء إذا ردتمي تحت لحكومة
البرانيين ينجموا ياخذوا كتب من المكتبة,البرانين نجم يخض اكتب المكتبة
نحب بيت لزوز بقداش تسوى لليلة,نحبيت الزوز قد يتسولل
نروح لداري بعد الجمعة إلي عديتها بحذاه وهو شدني من يدي قالي,نروح مدار بعد جمع لعديتة بحذه وهو شدن من يد قلي
لازم تكلمني يعيشك,لازم تكلمني عيشك
ما تمشيش تنجم تشوف مصورتي,م تمش تنجم تشوف مصورتي
نقولوا جنة على وجه الارض بلادنا عندك الحق عم حمزة ما عادش تصعب عليهم المواضيع,انقولا جن على وجل ارض بلاد عندك الحق عن حمز معج تصعب عليهم موضيع
موش هكة الكل حويجات موش غاليين,مشكل كل حويجة مشغدي
فماشي بلايص سماح في الحي,فمشي بلاي سماح في الحي
ببلادو أنو يفرح كيف يرا حاجة كيف هكة أما لو كانت صحيحة,بلادن يفرح كفيراح جكفهك أمل كان تصحيح
عندك فيلم مصورة بالألوان,عندك فيللمصاور بالألوان
نشوف في شعبي إلي كان على حقو يثور نشوف في الناس تتقاتل تنهب و تغور,شفي شعبي يلي كان على حقيثور شف الناس سدقاتلتنهب وضغور
سامحني نجم نمشي,سمحن نجمن مش
عشرة طوابع يعيشك,عشرت وابعي عيشك
بسم لله,بسم
تونس باي نايت اعرف وين تحط ساقيك تونس باي نايتدز دورى,تونس بينايتأعرف من تحد سقيق تونسبينيدزدور
ويلزمك تستنى لكسبريس سويعة اخرى فيصل الصمعي للتعليق على هذا الموضوع,ويرز بكتستن لكسبريس وع أخرى فيصل الصمع إلىالتعليقة لهذا الموضوعة
نشوفها ديما الصباح في الترينو,شوفاد م الصباح في الطرين
فيه سبعة انواع من الفتامينات و المعادن,فيه سبع نواع من الفيتامينات المعاتب
تنجم تطيح السوم لعشرين دولار يعيشك,نجم الطيح السوم العشرين دولار عيشج
مازلت ما قررتش تنجم تعطيني اكثر وقت,منزلت مقررت شتنجم تعت يجثر وقت
أول حاجة انت متأكدة إلي فمة حب بيناتكم على خاطر ما تنجم تبني حياة جديدة,أول احاجة أنتي متأكدلي فما حبيناتكم على خاطر متنجمت ابني حيات الجديدة
كان من الأحرى ان يموت حبا في فلسطين لا في كورة,كان من الأحر أن يموت حبا في فيلستين لله في الكورة
ولا جابوا طفلة رباوها على قيم الفساد هو كي تجي تشوف فمة جانب محافظ,والجاب طفل رباه على قيم الفسال هو كجتشوف فمجان ب محافة
زوز تشيزبورجرز يعيشك,زز شيزبرغ رايشك
لكن نعطيوا الأهمية لمركز التكوين يلزمو يولي في,لكن نعطيب الأهمية المركز تكوين يلزم يولي فيء
هذا وضع السياحة في تونس سياحتنا مصنفة الثانية عربيا بعد الأمارات وتحتل المركز في العالم,وهذا وضع السياحة في تون السياحات نمصنف الثاني عربياً بعد الإمارات وتحتل لمركس في العالم
باش ناخذ اكبر دبدوبات يعشك,بسنخ كبرت بدوبيت يس
جنات تكمندي في زي تنكري باش تعمل فيديو عالتيك توك هاذي,جنا  التقمندي في زيت نكري باشتعم الفيديوعة التيكتوك هذه
ضهرلي فمة غلطة في العدد,ظهلي ثما غلطى في العدد
موش معمول بالباهي,مشمعمون بالبه
في أما وقت لازمني نرجع,في أما وقتل
في الصاك هذا مهما كان الطقس,فيل الصاك هذا مهم كانت تقص
يصيح وزيد ياقف وسط الكياس و يلوح هاك كعبة الويسكي تمشي قزاز ويرجعلي ليا أنا,لسيح وزد يقفاص اكياس ولاه حاككعبد الوسك الدمش اجزاز ويرجعلليائن
من هوني للشط,من ن ل الشط
اي هايل وقت فطور تحب نحكيو واحنا نفطروا,أي هي الوقت افطور طحبن حكيوحن نفطر
نحب كعكة يعيشك,نحبكع يعيشك
نحب فياقة يعيشك,نحب فييق يعشك
انجم نهز الصحونة,الناج منهذا اصحون
لا يا سيد اليوم نصف النهار معبي الكل أما غدوة باهي,لا يسيد اليومن الصنهار معبلكل أمغض و به
ياسر غالطة فكرة اني نخبي فلوسي لبعد الانتريت و كي نموت و كان,يا رالتفكرتن نخب فلوسي البعد لإنترنات وكموت كان
زوز من الناس,ززم س
انت البارح قلتلي ركايب العزوزة البارح مشى في البارح اليوم طاجين مشرق,إنتي البارح قتل ركائب العزوزة البارح مشاف البارح ليمطجين مشارك
خرج توا,خرجو
سامحنا رانا معبيين غدوة الليل,سمحن رن معبين غدو الليئل
ما تقليش راني معاه أنا مع روحي أنا حر تحيى تونس,مقل شرلمع هن مع روح يان حر تحيتومس
بالله يزيو بلا إستفزاز و تفاهات الترجي و الأهلي عندهم ملايين المحبين,باله يزيب لاستفزاز تفهات التارجي والأهل عندهم ملايين المحبي
ليتقدم ببرنامجه و يعرف ما عنده من مشاريع سياسية أو إجتماعية و ينتظر كلمة الشعب,ليتقدم بمرامجي ويعرف معنده ن مشاريع سياسية واجتماعية وانتظر كلمة الشعب
قصة حياتها و التحف إلي كانوا في دار مماتها ونحكيلها على مرتي وفجعتها على بيعان الدار,قص تحيات والتحف لكانوا في درما مات ونحكيل على مرت فجعتهلبي عن الداءر
تعرفشي فماشي وتلا رخاص,تعرفش شفما شوت الأرخاث
ضاهرلي راك عملت غلطة البيت خالصة من الاول خذيتهم,ظهر لركعملت غلط البيت خالث من لولاخذيتهم
منين نطلعوا للبابور,منين نطلع للبابور
جابوا طفلة رباوها على قيم الفساد هو كي تجي تشوف فمة جانب محافظ,جيبو طفلى ربهه على قيام الفسيد هوكجشوفمجن المحافظ
في القهوة هاذي نحس روحي نعيش في كل تركينة من الشارع هذا فمة لقشة من روحي,فالقه  هذ لحس روح نعيش في كل تركين م لشارع هذا فما لقشم الروح
عندك سيقارو,عند سجار
و هي كانت تقول عليا مهبول كنت انجم نحكي معاها في المواضيع الكل نفرغلها قلبي نحسها,ههي كانت قول علي مهبور كنت النجم نحكمعه في المواضيع الكل فرغلها قلب حسا
كيفاش كانت,كيف شكانت
أنا زادة,أنزاد
بربي يا جماعة شني الحل متاعها الحكاية هذي و يقتاش باش,برب يجمع سني الحل متاحل حكي هذه يقتاش بش
ما مشاش معايا,مش معي
كبار برشا,كبار برش
قداش تاخو للاجراءات,قد اشتخل لإجراآات
كيفاش نعملوا باش نمشيو لديزني لاند,كيفاش نعمل بشمشيو الديزني لعند
ايه عندنا حجز ليلك,اهع حج زليك
تفضل يا سيد,تفظل يسيد
فمة مجروحين,فمجرين
إلي تعدى و فات ينجم يرجع إفريقية صفحات من التاريخ طريق للمستقبل,لتعد وفاتنجمي رجع أفريقية سفحات من التاريخ طريق للمستقبل
تصنف باللي يجي كيما يقولوا خنانة البي تردها حلقوم حتى بلاش لحم ديما,صنف بليجي كما يقول اخنانة البية ردح القوم حتى بلش الحم ديمة
نحبو نخلصو كل واحد عشانا,محب الخلص كل وحد عشاناء
مع النظام السابق حاجة أخرى نلقاوها في هذوما هيا بتصاور متاع فيلم ظافر,معن ذام الصابق حاج أخرى لقوها فيها ذوم هي بتصاور متعفيلم ظافر
مع فطور الصباح التاكس و الخدمة داخلة يكون بخمسة و اربعين دولار الليلة للواحد,معفثور الصباح التاكس الخدمة داخل يكون ب54 دولار الليلة للوحد
لين تخرجت و أنا الاول فيها ولاول متاع القسم زادا,لينرجت ونا اللول فيها واللول امتعى القسم زادء
نحب نعمل حجز لطاولة من الساعتين لتسعة متاع الليل يعيشك,لحب نعم حاجز للطاولة من لساعتين لتسعم تعليل عيشك
حتى لا ننسى سجل توا و اربح رحلة إلى شمال المتوسط,حتى لاننسى سجل توى وربح رحلة إلى شامال لمتوسط
لكل من يعيش في تونس فليلفت إلى مجتمعه وليترك هذي الخرائط,لكل من يعيش في تونس فاليلفط إلى مشتماعه واليترك هذه الخاراأة
معملتوا شيء ثانبا إذا خرج الغنوشي راهي البلاد في خبر كان منذ وقت طويل,معملت لوشاي ثانيا إذا اخرج الغنوش راه لبلاد في خبر كان منذ وقت طويل
تلقى روحك تعيش في الناشح فيصل الصمعي للتعليق على هذا الموضوع,تلق روح اجتعيش في الناشح فيصل السمع للتعليقة علىهذا الموضوع
حذايا هاو فمة الوسع هوني و أنا نهار وطول نبوم وحدي صوفية إلي فيك,حذايها فملو سعهوني وننهارو طول بو محد سفيا الليفيك
جيت باش انقل دار كاملة هيا طلعنا الفوتوي حليت الباب و ياهول ما لقيت,جد بش النق الدركامل هي تللعنا الفتع حليت الباب يا هو الملقيط
دور على الليسار مع الزنقة الثالثة,دور على الإصار مع زنق الثالف
ما تشجعش في فريقك بالباهي,متجع شي فريقك بالباهي
عندي حساسية فوق يدية,عند حسسية فقيدية
من عدمها إذا الطفلة هاديكا عطيها تعرس فقط و هذا إلي ما يعجبنيش,من عدمها إذا الطفل هذيك عأتيها تعرس فقدت هذا لم يعجبنيش
إلي ماشي للجامع إلي ماشي يخدم وأنا قاعد حياتي واقفة نخمم في الباك نسمع,ال مشي للجامع لمشي يخدم ونقاء ارحيات واغفا خما في الباك نسمع
نحب سطوش ماكياج,نحبس توش مكياش
نهاري منجمش نطلبه من عنده أما شنوا تقصد بالضبط,انهار منجمش نطلب من عند مشنون تحصل بالضبط
في أما وقت,فيما وقت
عندي زوز خواتي بنات,عند زخوات بنات
عندكم نشرة على الأحداث,عندكم نشر على الأحداث
زوز كبار و زوز صغار يعشك,ززكبر ززغار عيشك
نحب نحط هذا في صندوق امانات,نحب حط هذا في صندوخ آمانات
باش ندفع خمسين دولار,بشنت فع 5م دولار
لازمني نطلب منه باش يكلمك كيف يجي,لازمي نطلب منها بشكال من كفيجيء
انجم نكري ادوات متاع غطس,انجم نكر أدوة متغطص
فمة وين نحطوا الجوابات قرييب من هوني,فموي حط الشوابات قريب من هوني
اه باهي تصور قداش الخدمة هذي تاخذ كان تطرح سؤال ثاني على كل واحد ايجا فيسع و خوذ باقاجنا لازمنا توا نمشيو لمكتب الديوانة,ب صور خداش الخدمة هذه تاخذ كان تطرح سئال ثاني على كل واح يجا في سخوظ بجاجن لزن تونم شي المكتب الدوانة
فكرة باهية معمل وقتاش جاي,فكر باهيمعمل اختجائه
باهي ما فمة حتى مشكل انجم نشوف باسبورك,باه مفمحت مشكل نجم شف بسبورك
روبة سمحة إلي لابستها,روب سمح للا بستهاء
عطاتك مخيبها كلمة سترها تحسها متاع عبد عامل جريمة وقتلي هو جايب,عطاطقك مخيبة يكلم تصتره تحسم تعبد عامل جاريمة وقتلي هو جايب
العشية تنصب الشعبي متاع دزاير العاصمة و تسلطن دايوغ حفظت برشا من ريبرتوار الشعبي,لعشية تنصبالشعب ينتعد زائر العاصمة و صلط ادياخ احفاثط برشة من  ربرتوار الشعب
قطر ولا الأمارات تهز حتى كأس الحومة توا تشوف دنيا كيفاش تتقلب,قطر لالإماراتز حتى الكاسل لحومة توشوف الدنيا كفشس التقلب
عملت حجز باسم تارو تاناكا,عملت حجز بسنتار تناكأ
هاك الكلام إلي يقولهولي و هاك التعنيق بالقوي و البوس من طرطوشة,لك لكلاملقلهول يهك التعنيق بالخوي والبوس من ترتوشة
أقل منها في أوروبا و أمريكا من يستطيع ان يصدق هذا,أقل منها في أوروبا وأمريكا من يستطيعن يسدق هذا
يمكن أما لازمنا نحطوهم بعاد على بعضهم,يمكن أمل زمرى حطهم بعد ربعظهم
وسبو تونس وقالوا ملا بلاد وولات هيستيريا جماعية و بعد نفس هاك الناس هذوكم عرضوهم,يسب تونس قلهم الابلاد والتي استير جمعية وبعد نفسه ك الناس هذوكم عرضهم
بلاش حليب يعيشك,بلشحل بعيشك
اوه يا ربي ما كنتش نتصور باللي مازال عندي هذا,ه هي ربما كنتش نلصور بالمزال عندي هذا
فمة حوايج تستاهل تسكر عليها خاتر بالحق لازم تتسكر كيما المشاكل,فما  حواشتلساها لسكر عليها خطر بالحق لزم تسكر كما المشاكل
اليوم فطرت شطير راس علوش مصلي يعمل كيف وهو ما جعلني نتذكر موضوع هجرة,اليم افترتشتي لرسع لشمص ليعمل الكيف وهو مجعل من ذكر موظوع هجرة
حجز للسبعة باسم مانو,حجز للسبع بصمانو
انجم نخلص بشاك سياحي,انجم الخلص بشاك سياحي
ضربوني,ظربوني
تبدل فلوس متاع البرة,تبد لفلوس نتع البر
هانا مع بعضنا اليوم فقت فرحان عرفت تحس روحك فرحان وتضحك من غير سبب,هانا مبعضنا ليمفقت فرحان عرفت تحسرحك فرحان وتدحك نغير اسبب
أنا و الله متأسف,أنا ولمت آسف
على مية,علم ي
هذا عم الشادلي,ذاهذا عم لشادلي
متقاعد بحبوح و معروف بخفة الروح,متقاعد بحبوح ومعروف بخفة الروح
ديمة يعاون باللي ينجم على خاطر يحب الناس الكلها تقدم,دما يعاون بللنجم على خاتر حب النسل كلها تقدم
و بفضل إدارتي معادش محتاج يعدي نهار كامل من بلاصة لبلاصة باش يسقد قضياتو و قضيات أحبابو,ابفظ الإيدارتي معاتش محتاج عد هار كام من البلاس البلاسة بش يسجة قذيته قذ يتحبابو
على خاطر الخدمات الإدارية قربتلو و تجمعت في فضاء مشترك واحد,علخات الخدمة الإيدر يقر بتل والجمعت في فضاء مشترك واحد
نلقاو فيه مجموعة من الخدمات الأكثر أولوية عند المواطن حسب احتياجات كل منطقة كيما البوسطة البلدية steg sonede,ن القوفي مجموعةمن خدمات للأكثر أولوية عند لمواطن حسب احتياجات كل منطقة كم لبوستة البلدية استاج السوناد
القباضة بيرو الشغل صناديق الضمان الاجتماعي الثلاثة و اتصالات تونس,لاقباضة بيرو الشغل سنديق الظمان اجتماع ثلاثة واتصالاة تونس
في شباك الكنام سلم عم الشادلي بطاقة إسترجاع مصاريف دواياتو,في شباك الإكنام سلم عم الشادل بتقت استرجاع مصاريف دوايات
مع عون السينربياس إستخرج شهادة التقاعد متاعو,معو  ن السانخ باس استخر الشادة التقاعد امتعوا
و في اللخر تعدى لشباك البوسطة و صب فلوس في الكارطة إيدينار متاع ولد جارو,في الخر تعدى الشباك البوستة وصب فلوس في الكارتة إد ناغم تعول لجاروء
الحاصل إلي كان يعدي فيه نهار كامل عم الشادلي قضاه الكل في سويعة من زمان بركة و في دار خدمات واحدة,ل الحاصل إلي كان عدي فيهنهار كامل عم الشاد لإقضاه الكل في سويعة من زمان بركة وفي دار خدمات وحدة
و على خاطر عم الشادلي و التوانسة إلي كيفو يحبو يقدمو في حياتهم إدارتي قربتلهم,وعلى خاتر عم الشاد لوتوانسليكيف يحب يقدم في حياتهم إيدارتي قرب التلهم
و باش تطلعوا على باقي الخدمات إلي يوفروهملكم les maisons de services إدارتي,وبشت الطلع على بيقي الخدمات إلي وفرهم لكم لمزان دلسغفيس إيدارتي
نحب نقدم,نحب قدم
اصلاح منظومة الحماية الاجتماعية من أولويات البلاد لتكريس العدالة بين جميع فئات المجتمع برامج الدولة اليوم ماشية و تزيد و يلزمنا نحسنو فيها و من أهمها إحداث برنامج الأمان الاجتماعي للفقراء و ضعاف الحال,صل منظومة الحمال الاجتماعية من أولويات لبلاد لتكريس العدالة بنجميع في آت المجتمعة برامج الدولة اليو ماشودزيد ويلزمن لحسن فها ومن أهمها إحداث برنامج الآمان الاجتماعي للفقرة وضعاف الحال
المنتفعين بالمنحة الشهرية وصلو لي ميتين خمسة و ثمانين ألف و شهريتهم تنجم توصل لميتين و أربعين دينار حسب عدد أطفالهم و حالتهم,المنتفعين بالمنحة الشهرية وسل ا25 وشهريتهم اتنجم توصل ا2 دينار حسب اعددة فيلهم وحالتهم
التغطية الصحية توسعت أكثر باش تزيد تشمل العاطلين عن العمل و تضمنلهم حقهم في العلاج الاجر الادنى تزاد ثلاثة مرات في الثلاثة سنين لخرانين ألفين و سبعتاش ألفين و ثمنطاش و ألفين و تسعطاش و هكة المتقاعدين في القطاع الخاص تزادت جراياتهم,التختي السحية توسعت أكثر بشتزد تشمل العاطلين عن العمل وتظنلهم حقهم في العلاج الأجر الأدنى زاد مرات في 2 الخرانين 222 وهك المتقاعدين في القطاع الخاص زادت جراياتهم
و تمتع بها اكثر من ستمياء و خمسين ألف منتفع,وتماتع بها أكثر من ست 50 منتفعة
من ناحية أخرى ما ننساوش منظومة احميني,ناحي أخرى من انسوش منظومة أحمين
إلي تبعثت توا توا للعاملات الريفيات في القطاع الفلاحي,الالتبعث التوى توة للعاملات الريفيات في القطاع الفلاحي
إلي باش تسهلهم التمتع بالتغطية الاجتماعية و التأمين عن حوادث الشغل,لي بش سهللم التمتع بالتختي الاجتماعية والتأمين عن حوادث الشغل
من خلال الانخراط عن بعد بالتليفون,من خلال انخرات عن بعد بالتليفون
مع إحداث القانون الجديد إلي ينظم النقل متاعهم,مع إحداث القانون الجديد إلي نظم لنقل امتاحم
و على خاطر اليوم قاعدين نسرعو في رقمنة الخدمات الاجتماعية و تحديثها,وعلخات ليومقعدينسرعوا في رقمانة الخادمات الاجتماعية والتحديثة
بدينا العمل بالمعرف الاجتماعي الوحيد مع توزيع البطاقة الذكية لباس,دين العمل بالمعرف الاجتماع الوحيد مع توزيع البتاقة لذاكية لباس
إلي باش يتمتع بها أكثر من سبعة ملاين تونسي تابعين للضمان الاجتماعي,لي بش يتمتع بها أكثر من سبع ملي تونسي تبعين للظمن الاجتماعي
و نزيدوهم بطاقات العلاج أمان إلي قاعدة تتوزع على تسعمياء ألف عائلة محدودة الدخل,ونزده بتاقات العيلاج آمان إلي قعدت توزع على التسعم يتلف عالة محدودة الداخل
و هكة نكونو قدمنا خطوة كبيرة,وهك كونو قدمنا ختو كبيرة
باش منظومة الحماية الاجتماعية تولي شاملة للتوانسة الكل,بش منظومة الحماية الاجتماعية تولي شامل لتوانس الكل
نحب نقدم,محب قدم
رجعة صغيرة قبل ما نحكيو احبابي على منافس الترجي,رجعر صغير أقبل منحكي وأحباب على منافستراجل
المحتمل في ربع نهائي رابطة الأبطال الإفريقية التشمبينزليغ,محتمل في ربعنهاء الدور الأبطال لافريقية شامبيانسليك
