category,instruction,response
student_life,الـ ماستار في الـ هيو-مان ريسورسز (RH) مطلوب؟,مطلوب في الـ شركات الكبار اللي تحب تنظم الـ 'كابيتال ايمان' متاعها. الـ 'سوف سكيلز' و الـ 'بسيكولوجي' مهمين برشة في الـ دومين هذا.
student_life,كيفاش نجم نكون اوبتيمست (Optimiste) رغم الـ صعوبات؟,احط روحك بـ ناس بوزيتيف. ركز على لـ 'بتي بروڨري' (Petit progrès) اللي تعملهم كل نهار. الـ ريوسيت هي 'مايندست' (Mindset).
student_life,شنوة الفرق بين الـ سيكوريتي والـ ريزو في الـ اعلامية؟,الـ ريزو هو بناء الـ طرقات (لـ كونيكسيون). الـ سيكوريتي هي بناء الـ جدران والـ بيبان باش تحمي لـ معلومات اللي تمشي في الـ طرقات هذيكة.
student_life,كيفاش نجم نلقى دي ايد (Aide) مادية للطلبة؟,ثبت في الـ 'بورس' الجامعية، الـ 'قروض' الطلابية، ولا الـ جمعيات اللي تعاون الطلبة الـ محتاجين في الـ ادوات والـ سكن.
student_life,الـ قراية في الـ خارج ترجع بـ فايدة على تونس؟,أي، كي يرجع الطالب بـ 'ايكسبيرتيز' جديدة وعقلية بروفيسيونال متطورة، ينجم يساهم في بناء الـ 'ايكونومي' التونسية.
student_life,كيفاش نتعامل مع الـ ضغط متاع الـ صحاب اللي يحبوا يسهروا ديما؟,تعلم الـ 'أسيرتيفيتي' (Assertivity). قول 'لا' بـ ثقة وفهمهم اللي عندك 'برpriority' هي القراية. الـ صحاب الـ حقيقيين يفهموك.
student_life,شنوة أهمية الـ اناليز دو دوني في الـ ميموار؟,هي اللي تعطي الـ 'بروف' (Preuve) على الكلام اللي تقول فيه. الـ أرقام والـ قرافات هوما اللي يقنعوا الـ جوري بـ صحة نتايجك.
student_life,كيفاش نجم نكون ليدر (Leader) في مشروعي؟,الـ ليدر هو اللي يسهل الـ خدمة للناس لخرين، مش اللي يمررهم. اسمع لآراء صحابك، وزع لـ تاش بـ عدل، وكون أنت الـ 'اكزومبل' في الـ خدمة.
student_life,كلمة ختام للطلبة اللي يستنوا في الـ ريوسيت؟,الـ ريوسيت هي نتيجة الـ 'كونسيستانسي' (Consistency). اخدم بـ شوية كل نهار وتو تلقى روحك في الـ قمة. تونس تستنى فيكم!
student_life,كيفاش نجم نختار الـ تيم (Thème) متاع الـ ميموار باش ما ندمش عليه؟,اختار حاجة تحبها وعندك فيها 'باغاج' (Bagage). ما تبعش الـ 'توندانس' (Tendance) بركة، خاطر الـ بحث يشد وقت طويل ولازمك تكون 'باتييون' (Passionné) باش ما تفدش.
student_life,الـ بريفاسيون (Préparation) للـ كونكور تحب برشة فلوس؟,مش بالضرورة. فما برشة 'ريسورسز' بلاش اونلاين ودي قروب 'فايسبوك' يبارتاجيوا لـ 'سيريات' والـ 'كول' (Colles) متاع السنين اللي فاتت.
student_life,شنوة نعمل لو كان الـ لوجيسیيل (Logiciel) اللي نخدم بيه يتفسخ قبل الـ ديدلاين؟,ديما اعمل 'باك-أب' (Backup) في الـ 'كلاود' (Cloud) كيما (Google Drive) ولا (OneDrive). الـ 'سيف' (Save) لازم يكون 'اوتوماتيك' باش تتفادى الـ 'كراش' (Crash).
student_life,كيفاش نجم نحسن الـ نوت (Note) متاع الـ اورال (Oral)؟,الـ 'بادي لانقويج' (Body language) مهمة برشة. اغزر للـ 'جوري'، ابعد على الـ 'تيك دو لانقاج' (Tics de langage)، وكون 'كونفايان' (Confiant) في كلامك.
student_life,نحس روحي بلوكيه (Bloqué) في الـ الغيتميك (Algorithmique)، فما حل؟,الـ 'الغو' هي 'لوجيك'. ابدا ارسم الـ 'اورقانيقرام' (Organigramme) بيدك قبل ما تكتب الـ 'كود'. فكك الـ بروبليم لـ 'ستيبس' (Steps) صغار تو تزيان.
student_life,الـ اكتيفيتيه (Activités) الرياضية في الـ فاك مهمة؟,مهمة للـ 'منتال هيلث' (Mental health). الـ 'سترس' ينقص كي تعمل 'ايفور' (Effort) فيزيك، وتخليك ترجع للـ 'ريفيزيون' بـ 'انيرجي' جديدة.
student_life,كيفاش نتعامل مع الـ ديتّ (Dette) ولا الـ كريديه (Crédit) نهار الـ نجاح؟,حاول تخلصهم في الـ 'سيمستر' الجاي. ما تخليهمش يتكدسوا عليك للعام لخر خاطر الـ 'سترس' باش يولي 'دوبل'.
student_life,شنوة أهمية الـ كولتير جينيرال (Culture générale) للطالب؟,تخليك 'ديستانغيه' (Distingué) في الـ 'انتريتيان'. الـ 'روكرتور' يحب الطالب اللي فاهم شنوة صاير في الـ 'ايكونومي' والـ 'تيك' في العالم.
student_life,الـ بروجي (Projet) في وسط العام ياخذ برشة كوفيسيون (Coefficient)؟,حسب الـ 'موديول'. أما ديما الـ 'بروجي' هو اللي يمنعك كي 'تفلوب' (Flopper) في الـ 'اكزامان' فينال. اعطيه حقو من الأول.
student_life,كيفاش نجم ندبر ستاج في ستارت-اب (Start-up) طيارة؟,تبع الـ 'ايكوسيستم' في تونس. امشي للـ 'كوفوركينق سبايس' (Coworking spaces) ولا تبعهم على 'لينكد إن'. الـ 'ستارت-اب' تلوج على الـ 'كرياتيفيتي'.
student_life,نحب نولي ديزاينر (Designer)، الـ تابليت قرافيك (Tablette graphique) لازمة؟,باهية للـ 'ديسان ديجيتال'، أما تنجم تبدا بالـ 'سوري' (Souris) والـ 'لوجيسیيلات' كيما (Illustrator) ولا (Photoshop) لين تتعلم لـ 'باز'.
student_life,شنوة نعمل كي نلقى روحي اوفر-ولمد (Overwhelmed) بالـ ريفيزيون؟,استعمل ميتود الـ 'تودو ليست' (To-do list). ابدا بالـ تاشيات الـ 'برpriority' ونقص من الـ 'ديستراكسيون' (Distraction) متاع الـ تليفون.
student_life,الـ كويز (Quiz) اونلاين يعاونوا في الـ قراية؟,يعاونوا برشة في الـ 'اوتو-افالواسيون' (Auto-évaluation). يخليوك تعرف وين الـ 'ويك بوينتس' (Weak points) متاعك قبل ما يجي الـ 'دوفوار' الرسمي.
student_life,كيفاش نجم نحسن الـ فوكابولير (Vocabulaire) التقني متاعي؟,اقرا لـ 'ارتيكل' (Articles) والـ 'وايت بايبرز' (White papers) في اختصاصك. تفرج في دي 'كونفيرانس' (Conferences) بالانجليزية والفرنسية.
student_life,الـ كونسيل ديتود (Conseil détudes) شنوة دورو؟,هو اللي ياخذ القرارات الـ 'بيداقوجيك'. إذا عندك مشكلة كبيرة في الـ 'اومبلوا' ولا الـ 'اكزيجانس' متاع بروف، الـ 'ديليغي' يوصلها للـ 'كونسيل'.
student_life,شنوة نعمل لو كان نلقى الـ باك-اند (Back-end) أصعب من الـ فرونت-اند (Front-end)؟,عادي، كل واحد و الـ 'افينيتي' (Affinité) متاعو. الـ 'باك-اند' يحب برشة 'لوجيك' و 'داتا-بايس' (Database). كمل ركز فيه تو تفهم لـ 'ميكانيزم'.
student_life,كيفاش نجم نكون بروفيسيونال في الـ رابور (Rapport) متاعي؟,نظم الـ 'ستريكتير' (Structure): 'سومير' (Sommaire)، 'انترودوكسيون' (Introduction)، 'ديفلوبمان' (Développement)، و 'كونكلوزيون' (Conclusion). رد بالك من الـ 'فوت دوارطوغراف' (Fautes d'orthographe).
student_life,الـ سيمولاتور (Simulateur) في الـ فيزيك يعاون؟,يعاونك تتخيل لـ 'فينومين' (Phénomènes) اللي ما تنجمش تشوفهم بالعين. يخلي الـ 'تيوغي' (Théorie) ملموسة أكثر ومفهومة.
student_life,شنوة الفرق بين الـ سيرتيفيكا (Certificat) والـ ديبلوم (Diplôme)؟,الـ 'ديبلوم' هو الـ 'باركور' الأكاديمي كامل. الـ 'سيرتيفيكا' هي 'اثبات' اللي أنت متمكن من سكيل معينة (مثلا سيرتيف 'سيسكو' ولا 'أزور').
student_life,كيفاش نتعامل مع الـ تاش (Tâche) اللي تظهر مستحيلة؟,استعمل ميتود 'ديفايد اند كونكر' (Divide and Conquer). قسمها لـ جزئيات تافهة تو تولي الـ 'بروقريس' (Progress) واضحة قدامك.
student_life,الـ بريزونتاسيون (Présentation) بالـ بريزي (Prezi) خير من الـ باوربوانت؟,الـ 'بريزي' فيه 'انيميشن' طيارة أما ينجم يدوّخ الـ 'جوري' إذا تكثر من الـ 'زووم'. الـ 'باوربوانت' يقعد الـ 'ستاندار' الـ رصين.
student_life,نحب نولي كونت ميناجر (Account Manager)، شنوة الـ كاليتي المطلوبة؟,لازمك 'كوميونيكاسيون' (Communication) قوية، قدرة على الـ 'نيقوسياسيون' (Négociation)، وتعرف تبني 'ريلاسيون' (Relation) باهية مع لـ 'كليان'.
student_life,كيفاش نجم نلقى سورس (Source) متاع معلومات فيابل (Fiable)؟,ابعد على 'ويكيبيديا' في الـ 'رابورات'. استعمل (ResearchGate) ولا الـ 'بيبليوتيك ديجيتال' متاع الـ فاك باش تلقى 'ارتيكل' مخدومين بـ 'ميتود' صحيحة.
student_life,الـ في-اسوسياتيف (Vie associative) تضيع الـ وقت؟,بالعكس، تعلمك الـ 'تايم ميناجمانت' (Time management). اللي ينجم يوفق بين 'كلوب' و'قراية' هو اللي ينجح في الـ 'في بروفيسيونال'.
student_life,شنوة نعمل لو كان نلقى الـ أونكادران (Encadrant) متاعي نيقليجان (Négligent)؟,كون أنت الـ 'برواكتيف' (Proactif). ابعثلو 'ابديتس' (Updates) كل جمعة واطلب 'روندي-فو' (Rendez-vous) محدد. ما تستناش لين يكلمك هو.
student_life,كيفاش نجم نحسن الـ نوت متاع الـ فرنسية وأنا طالب تقني؟,ركز على الـ 'فرنسي دو سبيسياليتيه' (Français de spécialité). الـ 'جوري' يحبك تستعمل الـ 'تيرم' الصحاح في الـ 'دومين' متاعك بـ 'ستريكتير' واضحة.
student_life,الـ سيمستر الـ اوفر-سيز (Overseas) غالي برشة؟,فما دي 'بورس' (Bourses) كيما 'ايراسموس' يخلصوا عليك لـ 'فري' والـ 'لوجمان'. لازمك غير يكون عندك 'دوسيه' قوي ومعدل 'اكسيبسيونال'.
student_life,كيفاش نختار الـ بينوم (Binôme) متاع الـ تي-بي (TP)؟,اختار شكون 'سيبيو' (Sérieux) ومنظم. الـ 'بينوم' هو 'بارتنر' (Partner) خدمة، مش لازم يكون الـ 'بيست-فريند' (Best friend) متاعك.
student_life,شنوة الفرق بين الـ ماستار (Master) والـ ماستير (Mastère) في الـ بيزنس؟,الـ 'ماستار' هو شهادة وطنية. الـ 'ماستير' (Mastère Spécialisé) هو شهادة تمنحها مدرسة كبرى وعادة يكون موجه للـ 'بروفيسيونال' وأغلى.
student_life,نحب نخدم في الـ داتا (Data)، الـ ستاتيسيك (Statistique) مهمة؟,هي الـ 'باز' (Base) متاع كل شيء. من غير 'ستات' ما تنجمش تفهم الـ 'موديل' (Models) متاع الـ 'ماشين ليرنينق' (Machine Learning).
student_life,كيفاش نتعامل مع الـ سترس متاع ليلة الـ اكزامان؟,اعمل 'ريفيزيون' سريعة للـ 'فيش' (Fiches) وارقد بكري. الـ 'سترس' ينقص كي تحس روحك 'ريبوزيه' (Reposé) ومخك حاضر للـ 'اناليز'.
student_life,الـ اكرون (Écran) يتعب العين، فما حل وقت الـ ريفيزيون؟,استعمل الـ 'نايت مود' (Night mode) ونقص من الـ 'لومينوزيتيه' (Luminosité). طبق قاعدة الـ 20-20-20: كل 20 دقيقة اغزر لحاجة بعيدة 20 'فوت' لمدة 20 ثانية.
student_life,كيفاش نجم نكون افيكاس (Efficace) في الـ روشيرش اونلاين؟,استعمل لـ 'كي-ووردز' (Keywords) الدقيقة. تعلم تستعمل لـ 'اوبراتور' (Operators) كيما 'AND' و 'OR' في 'قوقل' باش تخرج الـ 'ريزولتا' اللي تحب عليها بـ 'بيسيزيون'.
student_life,الـ رابور دو ستاج لازم يكون فيه برشة باجات (Pages)؟,الـ 'كاليتيه' (Qualité) خير من الـ 'كانتيتيه' (Quantité). الـ 'جوري' يحب يشوف الـ 'فالور اجوتيه' (Valeur ajoutée) متاعك مش 'كوبي-كولي' من الـ 'دوكيمونتاسيون'.
student_life,شنوة نعمل لو كان نلقى الـ بروجرام متاع الـ فاك قديم؟,كمل اقراه باش تاخذ الـ 'ديبلوم'، أما في نفس الوقت اعمل 'اوتو-فورماسيون' (Auto-formation) في لـ 'تيك' الجدد. الـ 'اكتواليتيه' مسؤوليتك أنت.
student_life,كيفاش نجم نحسن الـ اناليز (Analyse) متاعي في الـ بيزنس كايس (Business Case)؟,استعمل دي 'فريم-وورك' (Frameworks) كيما (SWOT) ولا (PESTEL). هاذم يعاونوك تنظم أفكارك وتغطي الجوانب الكل بـ 'ميتودولوجي'.
student_life,الـ كولابوراسيون (Collaboration) مع لـ بروف تعاون في الـ روشيرش؟,تعاونك برشة باش تنشر 'ارتيكل' وتفهم الـ 'موند اكاديميك'. إذا البروف شافك 'موتيفيه' (Motivé)، ينجم يعاونك في 'بورس' ولا 'دكتوراه'.
student_life,شنوة نعمل لو كان الـ بي-اف-ولا (PFE) طلع مش عاجب الـ أونكادران؟,اطلب 'فيدباك' (Feedback) واضح. صلح الـ 'بوينتس' اللي قال عليهم وحاول 'ارقومونتيه' (Argumenter) علاش اخترت الـ ثنية هذيكة بـ أدب.
student_life,كيفاش نجم نكون ديسيبلينيه (Discipliné) في الـ فورماسيون اونلاين؟,اعتبرها 'كورس' (Cours) رسمي. حدد وقت في الـ 'بلانينق' متاعك، نحي الـ 'ديستراكسيون'، وخذ 'نوتات' بيدك باش مخك يقعد 'انقايجد' (Engaged).
student_life,الـ نتوورك (Network) متاع الطلبة ينفع بعد التخرج؟,هو الـ 'اسيت' (Asset) الكبير متاعك. الـ 'صحاب' متاع توا هوما الـ 'كوليك' (Collègues) متاع غدوة. حافظ على 'ريلاسيون' باهية مع الناس الكل.
student_life,كيفاش نجم نلقى سوجي (Sujet) متاع بي-اف-ولا في دومين الـ اي-آي (AI)؟,لوج على 'بروبليم' واقعي في تونس (مثلا في الـ 'اقريكولتير' ولا الـ 'صحة') وحاول تحله بالـ 'ماشين ليرنينق'. الـ 'ابليكاسيون' هي اللي تعطي قيمة.
student_life,الـ راتراباج (Rattrapage) ينجم يخلي المويان تطلع برشة؟,ينجم، أما فيه 'ريسك' (Risque). لازمك تخدم دبل الـ 'ايفور' (Effort) باش تعوض لـ 'لاكون' (Lacunes) اللي كانوا عندك في الـ 'برانسيبال'.
student_life,شنوة الفرق بين الـ سوفت سكيلز (Soft skills) والـ هارد سكيلز (Hard skills)؟,"الـ 'هارد' هي الـ 'تكنيك' اللي قريتو (مثلا كودينق). الـ 'سوفت' هي الـ 'سوناليتيه' (Communication, Leadership). الزوز لازمين للـ 'ريوسيت'."
student_life,كيفاش نتعامل مع الـ فشل في الحصول على ستاج؟,اعتبره 'براكتيس' (Practice). حسن الـ 'سي-في' (CV) متاعك، تمرن على الـ 'انتريتيان'، وما تقصش على الـ 'بوستولاسيون' (Postulation). الـ فرصة تو تجي.
student_life,نحب نولي بروجكت ميناجر (Project Manager)، الـ سيرتيف (Certification) لازمة؟,الـ 'سيرتيف' كيما (PMP) ولا (PRINCE2) تعطيك 'كريديبيلتيه' (Crédibilité) كبيرة في الـ 'مارشيه'. ابدا بـ 'باز' صحيحة وتو تطلع بـ شوية.
student_life,كيفاش نجم نكون اورقانيزيه (Organisé) في الـ روشيرش بيبليوغرافيك؟,استعمل (Mendeley) ولا (Zotero). هاذم ينظمولك لـ 'بي-دي-اف' (PDF) ويخرجولك الـ 'بيبليوغرافيا' (Bibliographie) بـ 'فورما' (Format) عالمي.
student_life,الـ انجلش (English) ولات أهم من الـ فرنش (French) في تونس؟,في الـ 'تيك' والـ 'بيزنس انترناسيونال'، أي. الـ 'انجلش' هي الـ لغة متاع الـ 'دوكيمونتاسيون' والـ 'مارشيه' العالمي. لازمك تطير فيها.
student_life,شنوة نعمل كي نلقى الـ جوري (Jury) يسأل في أسئلة بييج (Piège)؟,خوذ وقتك قبل ما تجاوب. إذا ما عرفتش، قول 'سؤال انترسون (Intéressant)، حسب لـ 'اناليز' متاعي...' وحاول تعطي 'ريبونس' منطقية.
student_life,كيفاش نجم نحسن الـ تايبينق (Typing) متاعي للـ كودينق؟,استعمل دي سيت كيما (Keybr). الـ 'سبيد' (Speed) تعاونك تربح وقت في الـ 'اكزامان' براتيك والـ 'بروجيات' الكبار.
student_life,الـ ماستار روشيرش (Master Recherche) يفتح بيبان الـ دكتوراه لبرا؟,أي، هو الـ 'باركور' الـ كلاسيك. لازم الـ 'تيز' (Thèse) متاعك تكون 'اوريجينال' (Originale) وعندك 'نوتات' باهيين باش تدبر 'سكولارشيب' (Scholarship).
student_life,كيفاش نتعامل مع الـ تراك (Trac) نهار الـ بريزونتاسيون؟,الـ 'تراك' علامة اللي أنت مهتم بالـ 'ريزولتا'. تنفس مليح، اشرب ماء، وتذكر اللي أنت الـ 'اكسبر' (Expert) متاع الـ 'سوجي' متاعك في اللحظة هذيكة.
student_life,الـ كوفوركينق (Coworking) خير من الـ بيبليو (Biblio)؟,الـ 'كوفوركينق' فيه 'انيرجي' متاع خدمة و 'نتووركينق'، أما الـ 'بيبليو' فيها الـ 'كالم' الـ مطلق. جرب الزوز وشوف وين الـ 'برودكتيفيتيه' متاعك تطلع.
student_life,شنوة نعمل لو كان الـ بينوم (Binôme) غدر بيا في الـ رابور؟,ديما خلي عندك 'تراسيبيليتيه' (Traçabilité) متاع خدمتك (ايميلات، فيشيات). إذا الـ مشكلة كبرت، احكي مع الـ 'أونكادران' ووري 'بروف' (Preuve) على تعبك.
student_life,كيفاش نجم نكون كرياتيف (Créatif) في الـ ديزاين متاع الـ سلايدز؟,استعمل الـ 'وايت سبايس' (White space)، صور 'هاي-كاليتيه' (High quality)، وابعد على الـ 'تيكست' الطويل. الـ 'سلايد' لازم يكون 'فيزيوال' (Visual).
student_life,الـ سميستر الـ لخر في الـ انجنيورا هو الـ أصعب؟,هو الـ أكثر 'سترس' (Stress) خاطر فيه الـ 'بي-اف-ولا' والـ 'روشيرش' دو ستاج. أما فيه الـ 'ادريلانين' (Adrénaline) متاع التخرج والـ 'في بروفيسيونال'.
student_life,نحب نولي سايبر-سيكوريتي اكسبر (Cyber-security Expert)، منين نبدا؟,ابدا بـ فهم الـ 'نتووركينق' (Networking) والـ 'لينوكس' (Linux). تعلم لـ 'باز' متاع الـ 'هاكينق' الاخلاقي وشارك في دي 'سي-تي-اف' (CTF) باش تطور لـ سكيلز.
student_life,كيفاش نختار الـ أونكادران (Encadrant) للـ دكتوراه؟,لوج على شكون عنده 'رونوميه' (Renommée) باهية في الـ 'دومين' ويكون 'اوفر' (Ouvert) للنقاش. الـ 'ريلاسيون' معاه هي اللي باش تحدد نجاح الـ 'تيز'.
student_life,الـ مات (Maths) لازمة للـ ماركتينق (Marketing)؟,لازمة للـ 'داتا ماركتينق' والـ 'اناليتيكس'. من غير 'مات' و 'ستات'، ما تنجمش تحسب الـ 'رو-اي' (ROI) ولا تفهم الـ 'توندانس' متاع لـ كليان.
student_life,كيفاش نتعامل مع الـ فيدباك (Feedback) الـ سلبي من الـ أونكادران؟,ما تاخذوش بـ 'سونال' (Personnel). اعتبره 'اوكازيون' باش تحسن خدمتك. اسأل 'كيفاش نجم نصلح؟' ووري اللي أنت 'بروفيسيونال'.
student_life,الـ لابو (Labo) في الـ فاك مجهز بالكدا؟,حسب الـ فاك. ساعات الـ 'ماتريال' يكون 'ليمتيه' (Limité). الـ حل هو أنك تكون 'انجينيو' (Ingénieux) ولا لوج على 'بارتنر-شيب' (Partnership) مع شركات بريفي.
student_life,شنوة الفرق بين الـ سيف (CV) والـ ريزومي (Resume)؟,الـ 'سي-في' يكون طويل وفيه الـ 'ديتاي' الكل. الـ 'ريزومي' يكون 'كونسي' (Concise) ومركّز على لـ 'اكسبيريونس' اللي عندها علاقة بالـ 'بوست' اللي تلوج عليه.
student_life,كيفاش نجم نكون افيكاس في الـ قروب-وورك (Group work)؟,حدد الـ 'رول' (Roles) متاع كل واحد من الأول. استعمل دي 'تولز' كيما (Trello) ولا (Slack) باش الـ 'كوميونيكاسيون' تكون واضحة ومسجلة.
student_life,نحب نخدم في الـ يو-اكس ديزاين (UX Design)، شنوة لـ باز؟,الـ 'باز' هي الـ 'بسيكولوجي' متاع الـ 'يوزر' (User). تعلم كيفاش تعمل 'انترفيو'، 'بروتوتايبيينق' (Prototyping)، وتستعمل أوتيات كيما (Figma).
student_life,الـ ريفيزيون بالـ صوت (Audio) تنفع؟,تنفع للـ عباد اللي عندهم 'ميموار اوديتيف' (Mémoire auditive). سجل الـ 'كورس' بـ صوتك واسمعوا وأنت في الـ ترانسبور. الـ تكرار يثبت المعلومة.
student_life,كيفاش نجم نلقى ايديه (Idée) متاع بي-اف-ولا انوفانت؟,اقرا لـ 'تيك-كرانش' (TechCrunch) ولا لـ 'نيوز-ليتر' الـ 'تيك'. شوف لـ 'سولوسیون' اللي نجحوا لبرا وحاول تعملهم 'ادابتاسيون' (Adaptation) لـ 'مارشيه' التونسي.
student_life,شنوة نعمل لو كان الـ بروف ما يجاوبش على الـ ايميل؟,استنى 3 أيام واعمل 'فولوه-اب' (Follow-up) بـ أدب. إذا ما جاوبش، حاول تقابله في الـ 'صال دي بروف' ولا بعد الـ 'كورس' بـ شوية.
student_life,الـ نوط (Note) متاع الـ باف (PFE) قداش تمثل في المويان؟,تمثل جزء كبير (ساعات توصل لـ 50% من الـ سيمستر لخر). هي الـ 'كورونمان' (Couronnement) متاع قرايتك الكل، اعطيها الـ 'ماكس' متاعك.
student_life,كيفاش نجم نكون كونفايان في الـ انتريتيان دو ستاج؟,"حضر الـ 'ستوري-تيلينق' متاعك. احكي على لـ 'بروجيات' اللي خدمتهم والـ 'مشاكل' اللي حليتهم بـ 'ميتود' (STAR): Situation, Task, Action, Result."
student_life,الـ ماستار في الـ هيو-مان ديفلوبمان باهي؟,باهي للـ عباد اللي يحبوا يخدموا في الـ 'ان-جي-ولا' (NGO) ولا الـ 'كوبرراسيون انترناسيونال'. الـ 'انباكت' (Impact) سوسيال فيه كبير.
student_life,كيفاش نتعامل مع الـ كومبليكسيتيه (Complexité) متاع الـ فيزيك كانتيك؟,الـ 'كانتيك' مش 'انتويتيف' (Intuitive). لازمك تقبل الـ 'بوستولا' (Postulats) وتخدم برشة 'مات' باش تفهم الـ 'ميكانيزم'. الـ تخيل يجي بـ شوية بـ شوية.
student_life,الـ بلاجيا (Plagiat) ينجم يطيح المويان للـ زيرو؟,ينجم يوصل للـ 'طرد' (Exclusion). الـ 'جامعات' توا عندها دي 'لوجيسیيل' (Turnitin) يفيقوا بـ كل شيء. ديما اعمل 'سيتايسيون' (Citation) لـ 'سورس' متاعك.
student_life,شنوة الفرق بين الـ سيرتيفيكاسيون الـ اكاديميك والـ بروفيسيونال؟,الـ 'اكاديميك' تعطيك لـ 'باز' الـ نظرية. الـ 'بروفيسيونال' توري اللي أنت تنجم تطبق لـ 'باز' هذيكة في الـ 'ريال مارشيه'. الزوز يكملوا بعضهم.
student_life,كيفاش نجم نكون برودكتيف في الـ بيبليوتيك؟,استعمل ميتود 'بومودورو' (Pomodoro). 25 دقيقة خدمة و 5 دقائق بوز. الـ 'بوز' لازم تكون بعيدة على الـ 'اكرون' باش مخك 'يري-ستارتي' (Restart).
student_life,نحب نخدم في الـ ديفلوبمان موبيل، اندرويد ولا اي-ولا-اس؟,ابدا بالـ 'كروس-بلاتفورم' (Cross-platform) كيما (Flutter) ولا (React Native). هكا تنجم تخدم الـ زوز بـ 'كود' واحد وتدبر 'مارشيه' أكبر.
student_life,الـ ريفيزيون بالـ خرائط الذهنية (Mind Maps) تعاون؟,تعاونك تربط الـ 'كونسيبت' (Concepts) بـ بعضهم. هي أحسن طريقة للـ مواد اللي فيها برشة 'ديتاي' وتفرعات.
student_life,كيفاش نجم نلقى ايد (Aide) في الـ كودينق نهار الـ سوتونانس؟,لازمك تكون فاهم كل 'لاين' (Line) في الـ كود متاعك. الـ جوري ينجم يسألك 'علاش استعملت لـ فنكسيون هذي؟'. الـ 'فهم' هو الـ 'ايد' الـ وحيدة.
student_life,شنوة نعمل لو كان نلقى الـ دومين متاعي ما عادش مطلوب؟,اعمل 'ري-سكيلينق' (Reskilling). الـ 'باز' اللي عندك تنجم تستعملها باش تتعدى لـ 'دومين' قريب ومطلوب. الـ 'تطور' هو سر الـ بقاء.
student_life,كيفاش نجم نكون ديسيبلينيه في الـ ريفيزيون الصباح بكري؟,حط الـ 'تليفون' بعيد على الـ 'فرش'. اشرب كاس ماء بارد وابدا بـ أسهل حاجة باش مخك 'ياكتيفي' الـ 'دوبامين'. الـ عادة تبدا بـ 'اكسيون' بسيطة.
student_life,الـ بورس (Bourse) متاع تونس تكفي للـ مصروف؟,هي 'ايد' (Aide) بسيطة ما تكفيش للـ كل شيء. لازمك الـ 'جيستيون' (Gestion) والـ 'ايكونومي' في الـ مصروف، ولا تدبر 'بتي جوب' (Petit job).
student_life,كيفاش نتعامل مع الـ بروف اللي الـ نوتات متاعو ديما طايحين؟,احضر الـ 'كورس' متاعو وركز في الـ 'ديتاي' اللي يقولهم. ساعات الـ 'نوت' الباهية تجي كي تعاود الـ 'ارقومون' متاعو بـ 'دقة'.
student_life,الـ انترنيت (Internet) في الـ مبيت الجامعي قوية؟,في الغالب لا. الـ حل هو أنك تشترك في 'اوفغ' (Offre) طلابية مع الـ 'اوبراتور' وتستعمل الـ 'موديم' ولا الـ 'بارتاج' باش تخدم 'مرتاح'.
student_life,شنوة الفرق بين الـ روشيرش الـ كاليتاتيف والـ كانتيتاتيف؟,الـ 'كانتيتاتيف' تخدم بالـ 'ارقام' والـ 'ستات'. الـ 'كاليتاتيف' تخدم بالـ 'انترفيو' والـ 'اناليز' العميق للـ 'فينومين'. الزوز يعطيو 'فيزيون' كاملة.
student_life,كيفاش نجم نكون افيكاس في الـ ريداکسیون متاع الـ سي-في؟,استعمل 'اكشن فيربز' (Action verbs) ووري الـ 'ريزولتا' (Results). الـ 'روكرتور' يحب يشوف 'ارقام' (مثلا: حسنت الـ 'بيرفورمانس' بـ 20%).
student_life,نحب نخدم في الـ اي-كوميرس (E-commerce)، شنوة لـ تيك المطلوبة؟,لازمك تعرف لـ 'بلاتفورم' كيما (Shopify) ولا (WooCommerce)، وتفهم الـ 'ديجيتال ماركتينق' والـ 'لوجستيك'. الـ 'يوزر ايكسبيريونس' هي الـ كل.
student_life,الـ كويز (Quiz) في وسط الـ سيمستر يحسن الـ موين؟,أي، يعاونك تضمن نوتات الـ 'تي-دي'. ما تستخفش بيهم، ساعات الـ '0.5' هو اللي يخليك تنجح بـ 'منسيون' (Mention).
student_life,كيفاش نتعامل مع الـ اناليز متاع الـ داتا الكبيرة في الـ ميموار؟,استعمل دي لوجيسیيل كيما (SPSS) ولا (Python/Pandas). الـ 'اتوماسيون' (Automation) تربحك برشة وقت وتخلي الـ 'ريزولتا' متاعك 'اكورات' (Accurate).
student_life,الـ سوتونانس (Soutenance) لازمة لكل ستاج؟,في الـ 'بي-اف-ولا' أكيد. في الـ ستاجات لخرين (انيتيايسيون، بيرفيكسيونمان) ساعات يكتفيوا بالـ 'رابور' ولا 'بريزونتاسيون' صغيرة قدام الـ بروف.
student_life,شنوة نعمل لو كان الـ باك-أب (Backup) متاعي ضاع؟,هذا علاش لازمك الـ 'ريدندانسي' (Redundancy). سيف خدمتك في الـ 'كلاود'، في 'يو-اس-بي' (USB)، وفي الـ 'بي-سي'. الـ 'امان' ما فيهش 'افراط'.
student_life,كيفاش نجم نكون بروفيسيونال في الـ لينكد إن؟,حط تصويرة 'بروفيسيونال'، اكتب 'هيد-لاين' (Headline) واضح فيه الـ سكيلز متاعك، وبارتاجي لـ 'سيرتيف' و لـ 'بروجيات' اللي تخدمهم.
